Наименование,Бренд,Категория,Код товара,Артикул,Цена РРЦ,Цена РИЦ,Цена для клиентов,Суммарный остаток,Остаток по складам
Сплит-система SHUFT Berg SFTO-24HN1_24Y комплект,SHUFT,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1598407,SFTO-24HN1_24Y,62990.0,62990.0,47872.4,137,"{'ррц Лакинск': '57', 'ррц Екатеринбург LV NEW': '80'}"
Фанкойл канальный Shuft SFF-1800G100,SHUFT,Вентиляция и кондиционирование зданий/Системы чиллер фанкойл/Фанкойлы,НС-1517750,SFF-1800G100,175857.66,,65418.67,ожидается поставка,{}
"Преобразователь частоты SKI600-011G/015P-4 11 кВт, 380В",SHUFT,Автоматизация и диспетчеризация зданий/Элементы системы диспетчеризации и автоматизации/Частотные преобразователи,НС-1442823,"SKI600-011G/015P-4 11 кВт, 380В",36162.02,,21697.21,441,"{'ррц Екатеринбург LV NEW': '14', 'фрц Киржач': '427'}"
Фанкойл напольно-потолочный Shuft SFF-150,SHUFT,Вентиляция и кондиционирование зданий/Системы чиллер фанкойл/Фанкойлы,НС-1517666,SFF-150,60830.68,,22628.82,1,{'фрц Киржач': '1'}
"Установка приточная компактная моноблочная CAU 4000/1-22,5/3 VIM",SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные установки,НС-1066113,"CAU 4000/1-22,5/3 VIM",0.0,159750.0,0.0,ожидается поставка,{}
Хомут для воздуховода SHUFT с резиновым профилем 125 мм (гайка),SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Крепежные изделия",НС-1425470,NHV01251SH,34.0,34.0,31.28,более 500,"{'екатеринбург склад': '5', 'ррц Екатеринбург LV NEW': '177', 'фрц Киржач': 'более 500'}"
DRr 800х500 воздушный клапан с подставкой под электропривод,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Сетевые элементы,НС-0074750,DRr 800х500,15010.0,15010.0,7805.2,176,"{'ррц Екатеринбург LV NEW': '5', 'фрц Киржач': '171'}"
Вентилятор прямоугольный канальный SHUFT RFD 700х400-4 VIM,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1052355,RFD 700х400-4 VIM,100150.0,100150.0,52078.0,287,"{'ррц Екатеринбург LV NEW': '6', 'фрц Киржач': '281'}"
Скоба вентиляционная SHUFT 30х2 (упак. 400шт),SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Крепежные изделия",НС-1425443,PRO-0114000001SH,2600.0,2600.0,2392.0,более 500,"{'ррц Екатеринбург LV NEW': '34', 'фрц Киржач': 'более 500'}"
Сплит-система SHUFT SFTO-12HN1 комплект,SHUFT,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1478200,SFTO-12HN1,29390.0,29390.0,22336.4,17,"{'ррц Екатеринбург LV NEW': '14', 'фрц Киржач': '3'}"
"SGW 150 Наружная решетка (сталь, белая)",SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-1030687,SGW 150,1410.97,,987.68,ожидается поставка,{}
Шайба плоская SHUFT оцинкованная DIN125 М10 (упак_25 кг.),SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Крепежные изделия",НС-1434756,WSL10SHSH25,4750.0,4750.0,4512.5,3,{'фрц Киржач': '3'}
"Электронагреватель для круглого канала EHC 125-2,4/1",SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Нагреватели,НС-1166649,"EHC 125-2,4/1",9490.0,9490.0,4934.8,40,"{'ррц Екатеринбург LV NEW': '2', 'фрц Киржач': '38'}"
Нагреватель электрический для прямоугольных каналов EHR 600*350-30,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Нагреватели,НС-1060335,EHR 600*350-30,51570.0,51570.0,26816.4,7,{'фрц Киржач': '7'}
Хомут для воздуховода SHUFT с резиновым профилем 100 мм (гайка),SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Крепежные изделия",НС-1428747,НС-1428747SH,30.0,30.0,27.6,более 500,"{'екатеринбург склад': '7', 'ррц Екатеринбург LV NEW': '85', 'фрц Киржач': 'более 500'}"
Ручной привод HDr,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Сетевые элементы,НС-1039492,HDr,580.0,580.0,301.6,14,{'ррц Екатеринбург LV NEW': '14'}
Вентилятор прямоугольный канальный SHUFT RFD 1000х500-4M VIM,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1052341,RFD 1000х500-4M VIM,190580.0,190580.0,99101.6,1,{'фрц Киржач': '1'}
