Наименование,Бренд,Категория,Код товара,Артикул,Цена РРЦ,Цена РИЦ,Цена для клиентов,Суммарный остаток,Остаток по складам
Нагреватель электрический для прямоугольных каналов EHR 600*350-18,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Нагреватели,НС-0007066,EHR 600*350-18,38840.0,38840.0,20196.8,16,{'фрц Киржач': '16'}
Нагреватель электрический для прямоугольных каналов EHR 700*400-30,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Нагреватели,НС-0007071,EHR 700*400-30,52970.0,52970.0,27544.4,ожидается поставка,{}
Настенная двухрядная решетка 2 WA 300*150,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0006892,2_WA  300*150,981.14,910.0,686.8,268,"{'екатеринбург склад': '1', 'фрц Киржач': '267'}"
Настенная двухрядная решетка 2 WA 400*100,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0006895,2_WA  400*100,981.14,910.0,686.8,1,{'фрц Киржач': '1'}
Настенная двухрядная решетка 2 WA 500*100,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0006899,2_WA  500*100,1149.34,1070.0,804.53,19,"{'ррц Екатеринбург LV NEW': '10', 'фрц Киржач': '9'}"
Настенная двухрядная решетка 2 WA 700*150,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0006908,2_WA_ 700*150,1868.84,1750.0,1308.19,49,{'фрц Киржач': '49'}
Настенная двухрядная решетка 2 WA 700*300,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0006910,2_WA  700*300,4700.13,4400.0,3290.09,ожидается поставка,{}
Настенная двухрядная решетка 2 WA 1000*200,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0006914,2_WA_1000*200,3186.37,2980.0,2230.46,3,{'ррц Екатеринбург LV NEW': '3'}
PGC 160 Наружная решетка,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0081382,PGC 160,1010.0,1010.0,525.2,более 500,"{'екатеринбург склад': '7', 'ррц Екатеринбург LV NEW': '67', 'фрц Киржач': 'более 500'}"
Крепеж с виброизолятором SHUFT V-образный М8 (упак. 100шт),SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Крепежные изделия",НС-1425424,FDMV81SH,2000.0,2000.0,1840.0,43,"{'ррц Екатеринбург LV NEW': '4', 'фрц Киржач': '39'}"
Вентилятор прямоугольный канальный SHUFT IRFE 500х250-4 VIM,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1057827,IRFE 500х250-4 VIM,64610.0,64610.0,33597.2,6,"{'ррц Екатеринбург LV NEW': '1', 'фрц Киржач': '5'}"
Водяной охладитель для прямоугольных каналов WHR-W 700*400-3,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Охладители,НС-0007162,WHR-W  700*400-3,92340.0,92340.0,48016.8,17,{'фрц Киржач': '17'}
Фреоновый охладитель для прямоугольных каналов WHR-R 500*250-3,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Охладители,НС-0007167,WHR-R  500*250-3,45800.0,45800.0,23816.0,ожидается поставка,{}
Фреоновый охладитель для прямоугольных каналов WHR-R 700*400-3,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Охладители,НС-0007171,WHR-R  700*400-3,86990.0,86990.0,45234.8,30,{'фрц Киржач': '30'}
Осушитель канальный Shuft SHA-D38,SHUFT,"Увлажнение, осушение и очистка воздуха/Осушители воздуха/Полупромышленные осушители воздуха",НС-1442252,SHA-D38,470293.08,440390.0,235146.54,15,{'фрц Киржач': '15'}
Вентилятор осевой AXW 400-4E,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1128856,AXW 400-4E,21939.81,21450.0,11408.7,27,{'фрц Киржач': '27'}
Установка приточно-вытяжная Shuft Star PVS-450,SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные-вытяжные установки,НС-1521735,PVS-450,117950.0,90900.0,82565.0,1,{'ррц Екатеринбург LV NEW': '1'}
Вентилятор прямоугольный канальный SHUFT IRFD 600х300-4 VIM,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1057815,IRFD 600х300-4 VIM,99810.0,99810.0,51901.2,38,"{'ррц Екатеринбург LV NEW': '1', 'фрц Киржач': '37'}"
Вентилятор EF 315E (на дверце),SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1248614,EF 315E,230866.62,225710.0,120050.64,9,{'фрц Киржач': '9'}
RCS 450-500 Крышный короб с шумоглушением для вентилятора RMV,SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Аксессуары для вентиляторов",НС-0006710,RCS 450-500,45410.0,,23613.2,33,{'фрц Киржач': '33'}
RCS 560-630 Крышный короб с шумоглушением для вентилятора RMV,SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Аксессуары для вентиляторов",НС-0006711,RCS 560-630,55060.0,,28631.2,8,{'фрц Киржач': '8'}
Вентилятор IEF 500E,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1248639,IEF 500E,324110.8,316870.0,168537.62,7,{'фрц Киржач': '7'}
Настенная двухрядная решетка 2 WA 600*250,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0006906,2_WA  600*250,2223.92,2080.0,1556.74,8,{'фрц Киржач': '8'}
"Уголок (цинк) для сборки воздуховодов SHUFT УГФ-2 (105х27х3), (упак.150шт)",SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Крепежные изделия",НС-1425458,SHУГФ2105273,6000.0,6000.0,5520.0,ожидается поставка,{}
Вентилятор IEF 450D,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1248652,IEF 450D,244329.68,238870.0,127051.43,16,{'фрц Киржач': '16'}
Фанкойл канальный Shuft SFF-2200G100,SHUFT,Вентиляция и кондиционирование зданий/Системы чиллер фанкойл/Фанкойлы,НС-1517752,SFF-2200G100,188939.52,,70285.13,25,{'фрц Киржач': '25'}
Датчик температуры комнатный SHUFT RTF1-NTC12K,SHUFT,Автоматизация и диспетчеризация зданий/Элементы системы диспетчеризации и автоматизации/Сенсоры и датчики,НС-1347287,RTF1-NTC12K,2538.8,,1332.87,5,{'фрц Киржач': '5'}
Вентилятор вытяжной осевой AXW 350-B-4E,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1110114,AXW 350-B-4E,19945.28,19500.0,10371.55,147,{'фрц Киржач': '147'}
Вентилятор EC канальный CFz 125 MAX,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1201779,CFz 125 MAX,46250.0,46250.0,24050.0,140,"{'ррц Екатеринбург LV NEW': '4', 'фрц Киржач': '136'}"
Анкер болт SHUFT 8х45 бел.оц. (упак_100шт),SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Крепежные изделия",НС-1485706,DAB8х45,460.0,460.0,437.0,1,{'фрц Киржач': '1'}
Вентилятор канальный центробежный SHUFT CFk 315 MAX,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1052321,CFk 315 MAX,32220.0,32220.0,16754.4,309,"{'ррц Екатеринбург LV NEW': '9', 'фрц Киржач': '300'}"
Сплит-система инверторного типа SHUFT SFTMI-24HN1 комплект,SHUFT,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1343139,SFTMI-24HN1,80990.0,80990.0,60742.5,ожидается поставка,{}
Вентилятор прямоугольный канальный SHUFT RFD 500х250-4 VIM,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1052348,RFD 500х250-4 VIM,38810.0,38810.0,20181.2,98,"{'ррц Екатеринбург LV NEW': '2', 'фрц Киржач': '96'}"
Вентилятор прямоугольный канальный SHUFT RFD-B 800х500-4S VIM,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1060611,RFD-B 800х500-4S VIM,239010.0,239010.0,124285.2,7,"{'ррц Екатеринбург LV NEW': '1', 'фрц Киржач': '6'}"
Хомут для воздуховода SHUFT без резинового профиля 400 мм (гайка),SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Крепежные изделия",НС-1425466,РС4001SH,75.0,75.0,69.0,58,"{'ррц Екатеринбург LV NEW': '14', 'фрц Киржач': '44'}"
Вентилятор круглый канальный в звукоизолированном корпусе SHUFT ICFE 400 VIM,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1071067,SHUFT ICFE 400 VIM,133450.0,133450.0,69394.0,12,"{'ррц Екатеринбург LV NEW': '1', 'фрц Киржач': '11'}"
Анкер болт с гайкой SHUFT 8х85 (упак_70шт),SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Крепежные изделия",НС-1485708,SHUFT8х85,600.0,600.0,570.0,1,{'фрц Киржач': '1'}
Вентилятор EF 450E (на дверце),SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1248623,EF 450E,244329.68,238870.0,127051.43,3,{'фрц Киржач': '3'}
Вентилятор IEF 315D,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1248636,IEF 315D,200948.7,196460.0,104493.32,11,{'фрц Киржач': '11'}
CFW 200 Вытяжной круглый канальный вентилятор,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-0079345,CFW_ 200,21890.0,21890.0,11382.8,14,"{'ррц Екатеринбург LV NEW': '1', 'фрц Киржач': '13'}"
Шумоглушитель SCr 100/600,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Шумоглушители,НС-0011000,SCr 100/600,4760.0,4760.0,2475.2,256,"{'ррц Екатеринбург LV NEW': '19', 'фрц Киржач': '237'}"
Шумоглушитель SCr 100/900,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Шумоглушители,НС-0011001,SCr 100/900,5950.0,5950.0,3094.0,187,"{'екатеринбург склад': '2', 'ррц Екатеринбург LV NEW': '10', 'фрц Киржач': '175'}"
Шумоглушитель SRr 400*200/1000,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Шумоглушители,НС-0011075,SRr 400*200/1000,8990.0,8990.0,4674.8,11,{'ррц Екатеринбург LV NEW': '11'}
DRr 500х250 воздушный клапан с подставкой под электропривод,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Сетевые элементы,НС-0074745,DRr 500х250_,7630.0,7630.0,3967.6,124,"{'ррц Екатеринбург LV NEW': '4', 'фрц Киржач': '120'}"
Вентилятор прямоугольный канальный SHUFT RFD 500х300-4 VIM,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1052350,RFD 500х300-4 VIM,45280.0,45280.0,23545.6,183,"{'ррц Екатеринбург LV NEW': '8', 'фрц Киржач': '175'}"
"Электронагреватель для круглого канала EHC 100-2,4/1",SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Нагреватели,НС-1166647,"EHC 100-2,4/1",9960.0,9960.0,5179.2,129,"{'ррц Екатеринбург LV NEW': '7', 'фрц Киржач': '122'}"
DCGAr 125 Воздушный клапан,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Сетевые элементы,НС-1033994,DCGAr 125,1990.0,1990.0,1034.8,193,"{'ррц Екатеринбург LV NEW': '15', 'фрц Киржач': '178'}"
Установка приточно-вытяжная Shuft Universe RVX-150 inv,SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные-вытяжные установки,НС-1521726,RVX-150 inv,106340.0,106340.0,74438.0,27,{'фрц Киржач': '27'}
"Вентилятор cо свободным колесом TORNADO 600x350-31-1,5-2",SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1140888,"TORNADO 600x350-31-1,5-2",93500.0,93500.0,48620.0,ожидается поставка,{}
Фанкойл напольно-потолочный Shuft SFF-600,SHUFT,Вентиляция и кондиционирование зданий/Системы чиллер фанкойл/Фанкойлы,НС-1517672,SFF-600,87461.62,,32535.54,ожидается поставка,{}
Вентилятор IEF 630D,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1248642,IEF 630D,528549.92,516750.0,274845.96,38,"{'ррц Лакинск': '24', 'фрц Киржач': '14'}"
Установка приточная SHUFT SWIFT 500 EC-A,SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные установки,НС-1170498,SHUFT SWIFT 500 EC-A,185930.0,185930.0,124573.1,16,{'фрц Киржач': '16'}
Шумоглушитель SRSr 300*150/1000,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Шумоглушители,НС-0011084,SRSr 300*150/1000,8990.0,8990.0,4674.8,17,{'фрц Киржач': '17'}
Шумоглушитель SRSr 700*400/1000,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Шумоглушители,НС-0011094,SRSr 700*400/1000,24570.0,24570.0,12776.4,77,"{'ррц Екатеринбург LV NEW': '2', 'фрц Киржач': '75'}"
Вентилятор IEF 400D,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1248643,IEF 400D,239343.36,234000.0,124458.55,7,{'фрц Киржач': '7'}
Нагреватель водяной для прямоугольных каналов WHR 900*500-2,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Нагреватели,НС-1157850,WHR 900*500-2,59060.0,59060.0,30711.2,17,{'фрц Киржач': '17'}
Фанкойл канальный Shuft SFF-1400G50 4T,SHUFT,Вентиляция и кондиционирование зданий/Системы чиллер фанкойл/Фанкойлы,НС-1517760,SFF-1400G50 4T,123436.75,,45918.28,под заказ,{}
Инерционная решетка GA 500*300,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0006835,GA_ 500*300,2644.41,,1851.08,12,{'фрц Киржач': '12'}
Инерционная решетка GA 600*350,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0006837,GA_ 600*350,3504.07,,2452.85,2,{'фрц Киржач': '2'}
Клапан расхода D 100*100,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0006842,D_100*100,448.52,,313.96,ожидается поставка,{}
Клапан расхода D 200*200,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0006847,D_200*200,794.26,,555.98,133,"{'екатеринбург склад': '5', 'ррц Екатеринбург LV NEW': '18', 'фрц Киржач': '110'}"
Клапан расхода D 300*300,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0006851,D_300*300,981.14,,686.8,ожидается поставка,{}
Клапан расхода D 400*100,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0006852,D_400*100,1065.24,,745.67,32,"{'ррц Екатеринбург LV NEW': '31', 'фрц Киржач': '1'}"
Клапан расхода D 400*150,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0006853,D_400*150,1149.34,,804.53,56,"{'ррц Екатеринбург LV NEW': '10', 'фрц Киржач': '46'}"
Клапан расхода D 400*300,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0006855,D_400*300,981.14,,686.8,26,"{'ррц Екатеринбург LV NEW': '25', 'фрц Киржач': '1'}"
Клапан расхода D 500*200,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0006858,D_500*200,897.04,,627.93,29,"{'ррц Екатеринбург LV NEW': '14', 'фрц Киржач': '15'}"
Установка приточно-вытяжная SHUFT UniMAX-P 1400 VWL EC,SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные-вытяжные установки,НС-1085405,UniMAX-P 1400VWL EC,774430.0,774430.0,518868.1,под заказ,{}
Фанкойл канальный Shuft SFF-500G50 4T,SHUFT,Вентиляция и кондиционирование зданий/Системы чиллер фанкойл/Фанкойлы,НС-1517764,SFF-500G50 4T,63260.17,,23532.41,под заказ,{}
Сплит-система инверторного типа SHUFT SFTMI-18HN1 комплект,SHUFT,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1343137,SFTMI-18HN1,65990.0,65990.0,49492.5,ожидается поставка,{}
Вентилятор cо свободным колесом TORNADO 800x500-35-3-2,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1124768,TORNADO 800x500-35-3-2,128190.0,128190.0,66658.8,1,{'ррц Екатеринбург LV NEW': '1'}
Короб под вентилятор SHUFT d.315 S,SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Аксессуары для вентиляторов",НС-0006612,d.315 S,11740.0,11740.0,6104.8,ожидается поставка,{}
Сплит-система SHUFT SFTM-12HN1_23Y комплект,SHUFT,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1484345,SFTM-12HN1_23Y,30990.0,30990.0,23862.3,302,"{'ррц Лакинск': '153', 'ррц Екатеринбург LV NEW': '12', 'фрц Киржач': '137'}"
Система туманообразования адиабатическая Shuft FG-100,SHUFT,"Увлажнение, осушение и очистка воздуха/Увлажнители воздуха/Системы увлажнения воздуха",НС-1352843,FG-100,107458.18,,59102.0,ожидается поставка,{}
Вентилятор EF 400E (на дверце),SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1248620,EF 400E,239343.36,234000.0,124458.55,3,{'фрц Киржач': '3'}
"Вентилятор cо свободным колесом TORNADO 600x300-25-0,75-2",SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1124761,"TORNADO 600x300-25-0,75-2",80400.0,80400.0,41808.0,7,"{'ррц Екатеринбург LV NEW': '2', 'фрц Киржач': '5'}"
"Траверса монтажная SHUFT 20x30, 3м",SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Крепежные изделия",НС-1425448,TRAV20301SH,280.0,280.0,257.6,более 500,"{'екатеринбург склад': '17', 'ррц Екатеринбург LV NEW': '315', 'фрц Киржач': 'более 500'}"
Вентилятор круглый канальный в звукоизолированном корпусе SHUFT ICFE 160 VIM,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1071063,SHUFT ICFE 160 VIM,61140.0,61140.0,31792.8,61,"{'ррц Екатеринбург LV NEW': '2', 'фрц Киржач': '59'}"
Установка приточно-вытяжная SHUFT UniMAX-P 800 SW-A,SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные-вытяжные установки,НС-1058573,GAGRIS1849_0077A,421430.0,421430.0,282358.1,3,{'фрц Киржач': '3'}
Вентилятор EF 280D (на дверце),SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1248612,EF 280D,207430.91,202800.0,107864.07,9,{'фрц Киржач': '9'}
RRS 355-400 Крышный короб с шумоглушением для вентилятора RMV,SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Аксессуары для вентиляторов",НС-0006703,RRS 355-400,53150.0,,27638.0,1,{'фрц Киржач': '1'}
RRS 560-630 Крышный короб с шумоглушением для вентилятора RMV,SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Аксессуары для вентиляторов",НС-0006705,RRS 560-630,72270.0,,37580.4,1,{'ррц Екатеринбург LV NEW': '1'}
Осушитель канальный Shuft SHA-D26,SHUFT,"Увлажнение, осушение и очистка воздуха/Осушители воздуха/Полупромышленные осушители воздуха",НС-1442251,SHA-D26,377785.6,353760.0,188892.8,7,{'фрц Киржач': '7'}
Фанкойл канальный Shuft SFF-1000G50,SHUFT,Вентиляция и кондиционирование зданий/Системы чиллер фанкойл/Фанкойлы,НС-1517746,SFF-1000G50,87648.5,,32605.62,71,{'фрц Киржач': '71'}
"Заклепка SHUFT комбинированная 3,2х6 алюминий/сталь (упак.1000шт)",SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Метизы",НС-1425417,RCAS32061SH,0.0,,0.0,1,{'фрц Киржач': '1'}
Фильтр карманный (материал) FRr (F7-EU7) 300*150,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Фильтры,НС-1013802,FRr (F7-EU7) 300*150,2440.0,2440.0,1268.8,6,{'фрц Киржач': '6'}
Дюбель-гвоздь SHUFT пластик 6х40 борт (уп. 200шт),SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Метизы",НС-1425415,HADP060401SH,150.0,150.0,138.0,93,{'фрц Киржач': '93'}
Установка приточно-вытяжная SHUFT UniMAX-P 1400 CE EC,SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные-вытяжные установки,НС-1222637,UniMAX-P 1400CE EC,797730.0,797730.0,534479.1,5,{'фрц Киржач': '5'}
Фильтр карманный (материал) FRr (F7-EU7) 600*350,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Фильтры,НС-0086133,FRr (F7-EU7) 600*350,6160.0,6160.0,3203.2,2,{'фрц Киржач': '2'}
Установка приточно-вытяжная SHUFT UniMAX-P 2000 VER-A,SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные-вытяжные установки,НС-1061975,UniMAX-P 2000 VER-A,522183.0,522180.0,349862.61,под заказ,{}
Гайка шестигранная SHUFT оцинкованная DIN934 М10 (упак_1кг/100шт),SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Метизы",НС-1425402,NT101SH,195.0,195.0,179.4,39,"{'ррц Екатеринбург LV NEW': '26', 'фрц Киржач': '13'}"
Сплит-система SHUFT Soturai SFTH-18HN8 комплект,SHUFT,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1597570,SFTH-18HN8,54990.0,54990.0,40692.6,40,"{'ррц Екатеринбург LV NEW': '38', 'фрц Киржач': '2'}"
Установка приточно-вытяжная SHUFT UniMAX-P 1500 SW-A,SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные-вытяжные установки,НС-1061966,UniMAX-P 1500 SW-A,564880.0,564880.0,378469.6,7,{'фрц Киржач': '7'}
Преобразователь давления электронный PTH-3200,SHUFT,Автоматизация и диспетчеризация зданий/Элементы системы диспетчеризации и автоматизации/Частотные преобразователи,НС-1422165,PTH-3200,22325.0,,11720.63,ожидается поставка,{}
Установка приточно-вытяжная SHUFT UniMAX-P 800 CW-A,SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные-вытяжные установки,НС-1062006,UniMAX-P 800 CW-A,369070.0,369070.0,247276.9,3,{'фрц Киржач': '3'}
Сплит-система SHUFT Soturai SFTH-09HN8 комплект,SHUFT,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1597568,SFTH-09HN8,24990.0,24990.0,18492.6,492,"{'екатеринбург склад': '8', 'ррц Лакинск': '250', 'ррц Екатеринбург LV NEW': '98', 'фрц Киржач': '136'}"
"Вставка гибкая SHUFT термостойкая 45х75х45, 25м",SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Крепежные изделия",НС-1425399,VGTproSH,6100.0,6100.0,5612.0,7,{'фрц Киржач': '7'}
Установка приточно-вытяжная SHUFT UniMAX-P 800 CE-A,SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные-вытяжные установки,НС-1062000,UniMAX-P 800 CE-A,318920.0,318920.0,213676.4,ожидается поставка,{}
Вентилятор EF 225D (на дверце),SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1248603,EF 225D,201945.96,197440.0,105011.9,3,{'фрц Киржач': '3'}
Датчик температуры уличный SHUFT ATF1-NTC10K,SHUFT,Автоматизация и диспетчеризация зданий/Элементы системы диспетчеризации и автоматизации/Сенсоры и датчики,НС-1055305,ATF1-NTC10K,2574.0,1995.0,1351.35,более 500,"{'ррц Екатеринбург LV NEW': '25', 'фрц Киржач': '487'}"
Фанкойл настенный Shuft SFH-500 V2 (без клапана),SHUFT,Вентиляция и кондиционирование зданий/Системы чиллер фанкойл/Фанкойлы,НС-1517677,SFH-500 V2 (без клапана),74566.64,,27739.16,ожидается поставка,{}
Установка приточно-вытяжная SHUFT UniMAX-P 800 VEL-A,SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные-вытяжные установки,НС-1062002,UniMAX-P 800 VEL-A,344290.0,344290.0,230674.3,4,{'фрц Киржач': '4'}
Датчик температуры комнатный SHUFT RTF1-NTC10K,SHUFT,Автоматизация и диспетчеризация зданий/Элементы системы диспетчеризации и автоматизации/Сенсоры и датчики,НС-1055314,RTF1-NTC10K,2538.8,1968.0,1332.87,более 500,{'фрц Киржач': 'более 500'}
Нагреватель электрический для прямоугольных каналов EHR 900*500-45,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Нагреватели,НС-1157846,EHR 900*500-45,80360.0,80360.0,41787.2,ожидается поставка,{}
ETF-1144/99-AN-NTC Канальный датчик температуры,SHUFT,Автоматизация и диспетчеризация зданий/Элементы системы диспетчеризации и автоматизации/Сенсоры и датчики,НС-0007654,ETF-1144/99-AN-NTC,3273.0,3789.6,1718.33,под заказ,{}
Настенная однорядная решетка 1 WA 300*100,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0006923,1_WA  300*100,710.16,660.0,497.11,108,"{'екатеринбург склад': '1', 'ррц Екатеринбург LV NEW': '5', 'фрц Киржач': '102'}"
Настенная однорядная решетка 1 WA 300*300,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0006926,1 WA  300*300,1242.78,1160.0,869.94,109,"{'ррц Екатеринбург LV NEW': '30', 'фрц Киржач': '79'}"
