Наименование,Бренд,Категория,Код товара,Артикул,Цена РРЦ,Цена РИЦ,Цена для клиентов,Суммарный остаток,Остаток по складам
Электропанель Electrolux ECH/B-1000 E (Brilliant),Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1052902,ECH/B-1000 E,8890.0,8890.0,7112.0,ожидается поставка,{}
"Комплект Electrolux EACC-48H/UP3/N3 сплит-системы, кассетного типа",Electrolux,Кондиционирование/Полупромышленные сплит-системы,НС-1235749,EACC-48H/UP3/N3,240900.0,240900.0,99603.0,6,{'фрц Киржач': '6'}
Комплект Electrolux Air Gate Transformer с блоком управления и шасси ECH/AG2-1500 T-TUM3 (мех),Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1294985,ECH/AG2-1500 T-TUM3,8870.0,8870.0,6830.9,162,{'фрц Киржач': '162'}
Вентилятор вытяжной серии Rainbow EAFR-100 dark,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1127174,EAFR - 100 dark,4190.0,4190.0,2933.0,72,{'фрц Киржач': '72'}
Водонагреватель Electrolux EWH 80 Quantum Pro,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1066372,EWH 80 Quantum Pro,12090.0,12090.0,9672.0,1,{'ррц Костерево (Владимирская обл.)': '1'}
Комплект Electrolux Rapid Transformer с блоком управления ECH/R-2500 T-TUM3 (механический),Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1290479,ECH/R-2500-TUM3,10780.0,10780.0,8301.6,119,{'фрц Киржач': '119'}
Водонагреватель Electrolux EWH 100 DRYver,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1186671,EWH 100 DRYver,15790.0,15790.0,12632.0,ожидается поставка,{}
Сплит-система Electrolux EACS-07HAL/N3 комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1428435,EACS-07HAL/N3,29990.0,29990.0,21592.8,23,"{'екатеринбург склад': '1', 'фрц Киржач': '22'}"
Увлажнитель-ecoBIOCOMPLEX ультразвуковой Electrolux EHU-3915D YOGAhealthline 2.0,Electrolux,"Увлажнение, осушение и очистка воздуха/Увлажнители воздуха/Бытовые увлажнители воздуха",НС-1236331,EHU-3915D YOGAhealthline 2.0,19990.0,19990.0,16392.0,более 500,"{'ррц Екатеринбург LV NEW': '8', 'фрц Киржач': 'более 500'}"
Блок внутренний Electrolux EACS/I-09 HMB FMI/N8_ERP/in сплит-системы,Electrolux,Кондиционирование/Мульти сплит-системы/Мульти сплит-системы свободной компоновки,НС-1381366,EACS/I-09 HMB FMI/N8_ERP/in,24700.0,24700.0,16549.0,более 500,"{'ррц Петушки (Владимирская обл.)': '297', 'ррц Екатеринбург LV NEW': '1', 'фрц Киржач': '315'}"
Электропанель Electrolux ECH/BMI-2000 Marble,Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1238463,ECH/BMI-2000,15990.0,15990.0,12792.0,219,"{'ррц Екатеринбург LV NEW': '2', 'фрц Киржач': '217'}"
Пленка инфракрасная нагревательная Electrolux ETS 220-2 (комплект теплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательная инфракрасная пленка для теплого пола,НС-1158435,ETS 220-2,4790.0,4790.0,2730.0,31,{'ррц Екатеринбург LV NEW': '31'}
Водонагреватель Electrolux EWH 80 Centurio IQ 3.0 Silver,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1449186,EWH 80 Centurio IQ 3.0 Silver,29490.0,29490.0,23592.0,ожидается поставка,{}
Пленка инфракрасная саморегулирующаяся Electrolux ETSS 220-5 (комплект теплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательная инфракрасная пленка для теплого пола,НС-1213533,ETSS 220-5,16215.0,16215.0,9243.0,1,{'фрц Киржач': '1'}
Блок внутренний высоконапорный канального типа EACD-76HWN1 IN,Electrolux,Вентиляция и кондиционирование зданий/Фреоновые системы кондиционирования/Канальные кондиционеры большой мощности,НС-1284305,EACD-76HWN1 IN,317609.02,352275.96,133395.79,ожидается поставка,{}
Водонагреватель Electrolux EWH 30 Centurio IQ 3.0 Silver,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1449183,EWH 30 Centurio IQ 3.0 Silver,22390.0,20590.0,17912.0,ожидается поставка,{}
Конвектор электрический Electrolux ECH/AS-2000 MR,Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1120252,ECH/AS-2000 MR,7290.0,7290.0,5832.0,328,"{'ррц Костерево (Владимирская обл.)': '319', 'ррц Екатеринбург LV NEW': '1', 'фрц Киржач': '8'}"
Мат Electrolux EEFM 2-150-10 (комплект теплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1105849,EEFM 2-150-10 комплект,25400.0,25400.0,14478.0,ожидается поставка,{}
Кабель для обогрева трубопроводов Electrolux EFGPC 2-18-6 (комплект),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Системы обогрева трубопроводов,НС-1068096,EFGPC 2-18-6,5506.0,5506.0,3138.0,36,"{'ррц Екатеринбург LV NEW': '4', 'фрц Киржач': '32'}"
Картридж Electrolux AM Mineral,Electrolux,Отопление и водоснабжение/Водоочистка/Картриджи для фильтров,НС-1304625,Cartridge AM Mineral,720.0,720.0,562.0,67,"{'ррц Екатеринбург LV NEW': '24', 'фрц Киржач': '43'}"
Комплект Electrolux Rapid Transformer с блоком управления и шасси ECH/R-2000 T-TUI4 (инверторный),Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1584145,ECH/R-2000 T-TUI4-EFT/RR,13770.0,13770.0,10602.9,48,"{'екатеринбург склад': '2', 'фрц Киржач': '46'}"
Кондиционер мобильный Electrolux EACM-09 GT/N6,Electrolux,Кондиционирование/Бытовые кондиционеры/Мобильные кондиционеры,НС-1475201,EACM-09 GT/N6,38950.0,38950.0,31160.0,28,"{'ррц Лакинск': '17', 'ррц Екатеринбург LV NEW': '8', 'фрц Киржач': '3'}"
Комплект Electrolux Air Gate Transformer с блоком управления и шасси ECH/AG2-1000 T-TUE4 (электр),Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1584124,ECH/AG2-1000 T-TUE4-EFT/AG2,10270.0,10270.0,7907.9,490,"{'ррц Екатеринбург LV NEW': '53', 'фрц Киржач': '437'}"
Мат Electrolux EDAM 2-160-7 (комплект тёплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1418047,EDAM 2-160-7 (комплект),16250.0,16250.0,9262.5,ожидается поставка,{}
Вентилятор вытяжной серии Argentum EAFA-150T с таймером,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1126780,EAFA-150T,7890.0,7890.0,5523.0,3,{'фрц Киржач': '3'}
"Комплект Electrolux EACU-60H/UP4-DC/N8 инверторной сплит-системы, напольно-потолочного типа",Electrolux,Кондиционирование/Полупромышленные сплит-системы,НС-1483728,EACU-60H/UP4-DC/N8,370000.0,370000.0,225700.0,16,{'фрц Киржач': '16'}
Кондиционер мобильный Electrolux EACM-14 FM/N3,Electrolux,Кондиционирование/Бытовые кондиционеры/Мобильные кондиционеры,НС-1292434,EACM-14 FM/N3,45950.0,45950.0,36760.0,19,"{'ррц Лакинск': '1', 'ррц Екатеринбург LV NEW': '4', 'фрц Киржач': '14'}"
Водонагреватель Electrolux EWH 80 Centurio IQ 3.0,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1449178,EWH 80 Centurio IQ 3.0,27490.0,27490.0,21992.0,ожидается поставка,{}
Блок внутренний Electrolux EACS/I-12 HM FMI/N8_ERP/in сплит-системы,Electrolux,Кондиционирование/Мульти сплит-системы/Мульти сплит-системы свободной компоновки,НС-1194457,EACS/I-12 HM FMI/N8_ERP/in,29900.0,29900.0,20033.0,119,"{'ррц Петушки (Владимирская обл.)': '44', 'ррц Екатеринбург LV NEW': '3', 'фрц Киржач': '72'}"
"Комплект Electrolux EACC-18H/UP4-DC/N8 инверторной сплит-системы, кассетного типа",Electrolux,Кондиционирование/Полупромышленные сплит-системы,НС-1483653,EACC-18H/UP4-DC/N8,163500.0,163500.0,99735.0,54,{'фрц Киржач': '54'}
Водонагреватель Electrolux EWH 50 SmartInverter PRO,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1351163,EWH 50 SmartInverter PRO,29690.0,29690.0,23752.0,19,"{'ррц Петушки (Владимирская обл.)': '18', 'фрц Киржач': '1'}"
Мат Electrolux EEM 2-150-5 (комплект теплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1105892,EEM 2-150-5 комплект,14465.0,14465.0,8245.0,16,{'ррц Екатеринбург LV NEW': '16'}
Обогреватель конвективно-инфракрасный Electrolux EIH/AG2 – 1500 E,Electrolux,Тепловое оборудование/Инфракрасные обогреватели/Электрические инфракрасные обогреватели,НС-1042066,EIH/AG2-1500 E,8990.0,8990.0,7641.5,67,"{'ррц Екатеринбург LV NEW': '1', 'фрц Киржач': '66'}"
"Комплект Electrolux EACD-36H/UP4-DC/N8 инверторной сплит-системы, канального типа",Electrolux,Кондиционирование/Полупромышленные сплит-системы,НС-1483561,EACD-36H/UP4-DC/N8,290600.0,290600.0,177266.0,33,"{'ррц Екатеринбург LV NEW': '1', 'фрц Киржач': '32'}"
"Блок внутренний Electrolux EACW/I-09 FMI/N8_ERP Free match сплит-системы, консольного типа",Electrolux,Кондиционирование/Мульти сплит-системы/Мульти сплит-системы свободной компоновки,НС-1381342,EACW/I-09 FMI/N8_ERP,48300.0,48300.0,32361.0,7,"{'ррц Петушки (Владимирская обл.)': '2', 'фрц Киржач': '5'}"
"Комплект Electrolux EACD-36H/UP3/N3 сплит-системы, канального типа",Electrolux,Кондиционирование/Полупромышленные сплит-системы,НС-1235789,EACD-36H/UP3/N3,198600.0,198600.0,78498.0,2,{'фрц Киржач': '2'}
Сплит-система Electrolux Loft EACS-07HAL/N8 комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1598854,EACS-07HAL/N8,29990.0,29990.0,21592.8,ожидается поставка,{}
Колонка газовая Electrolux GWH 10 Ignition ECO,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели проточные газовые,НС-1416720,GWH 10 Ignition ECO,10990.0,10990.0,9012.0,ожидается поставка,{}
Сплит-система инверторного типа Electrolux Onix Super DC EACS/I-24HIX-BLACK/N8 комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1598864,EACS/I-24HIX-BLACK/N8,125990.0,125990.0,91972.7,ожидается поставка,{}
Вентилятор напольный Electrolux EFF-1030W,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы бытовые,НС-1602095,EFF-1030W,15990.0,15990.0,12792.0,ожидается поставка,{}
Мат Electrolux EEFM 2-150-7 (комплект теплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1105870,EEFM 2-150-7 комплект,19150.0,19150.0,10916.0,3,{'фрц Киржач': '3'}
"Мат Electrolux EEM 2-150-1,5 (комплект теплого пола)",Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1105880,"EEM 2-150-1,5 комплект",7200.0,7200.0,4104.0,31,"{'ррц Екатеринбург LV NEW': '6', 'фрц Киржач': '25'}"
Водонагреватель Electrolux EWH 50 Royal Silver,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1023778,EWH-50 Royal Silver,20590.0,19390.0,17502.0,ожидается поставка,{}
Сплит-система инверторного типа Electrolux Smartline DC EACS/I-07HSM/N8 комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1598826,EACS/I-07HSM/N8,42990.0,42990.0,29233.2,1,{'фрц Киржач': '1'}
Сплит-система инверторного типа Electrolux EACS/I-18HVI/N8_21Y комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1294413,EACS/I-18HVI/N8_21Y,165990.0,165990.0,121172.7,ожидается поставка,{}
Комплект Electrolux Rapid Transformer с блоком управления ECH/R-1000 T-TUI4 (инверторный),Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1584133,ECH/R-1000 T-TUI4,10580.0,10580.0,8147.6,2,{'екатеринбург склад': '2'}
Сплит-система Electrolux Smartline EACS-07HSM/N3 комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1598821,EACS-07HSM/N3,29990.0,29990.0,21592.8,ожидается поставка,{}
Очаг электрический Electrolux EFP/P-3020LS,Electrolux,Тепловое оборудование/Электрические камины/Электрические камины портального типа,НС-1052517,EFP/P-3020LS,31990.0,30400.0,23352.7,26,"{'екатеринбург склад': '2', 'фрц Киржач': '24'}"
Водонагреватель проточный Electrolux NPX 8 AQUATRONIC DIGITAL PRO,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели проточные электрические,НС-1252198,NPX 8 AQUATRONIC DIGITAL PRO,11790.0,11790.0,9786.0,ожидается поставка,{}
Сплит-система Electrolux EACS-07HF2/N3 комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1481738,EACS-07HF2/N3,32990.0,32990.0,23422.9,ожидается поставка,{}
Вентилятор вытяжной серии Rainbow EAFR-100 steel,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1127272,EAFR-100steel,4190.0,4190.0,2933.0,29,{'фрц Киржач': '29'}
Водонагреватель Electrolux EWH 10 Genie ECO U,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1248435,EWH 10 Genie ECO U,6890.0,6890.0,5857.0,более 500,"{'екатеринбург склад': '2', 'ррц Екатеринбург LV NEW': '26', 'фрц Киржач': 'более 500'}"
Сплит-система инверторного типа Electrolux EACS/I-09HF2/N8 комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1481661,EACS/I-09HF2/N8,54490.0,54490.0,39777.7,ожидается поставка,{}
Водонагреватель Electrolux EWH 100 AXIOmatic,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1007009,EWH 100 AXIOmatic,20090.0,20090.0,16072.0,1,{'ррц Екатеринбург LV NEW': '1'}
Очаг электрический Electrolux EFP/P-3020LS N,Electrolux,Тепловое оборудование/Электрические камины/Электрические камины портального типа,НС-1584865,EFP/P-3020LS N,33990.0,32300.0,24812.7,более 500,"{'ррц Петушки (Владимирская обл.)': '990', 'ррц Екатеринбург LV NEW': '31', 'фрц Киржач': 'более 500'}"
Пленка инфракрасная нагревательная Electrolux ETS 220-7 (комплект теплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательная инфракрасная пленка для теплого пола,НС-1158442,ETS 220-7,13500.0,13500.0,7695.0,9,{'ррц Екатеринбург LV NEW': '9'}
Пленка инфракрасная саморегулирующаяся Electrolux ETSS 220-1 (комплект теплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательная инфракрасная пленка для теплого пола,НС-1213522,ETSS 220-1,3570.0,3570.0,2035.0,1,{'ррц Екатеринбург LV NEW': '1'}
Электропанель Electrolux ECH/B-2000 E (Brilliant),Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1052904,ECH/B-2000 E,11790.0,11790.0,9432.0,ожидается поставка,{}
Мат Electrolux EDAM 2-160-9 (комплект тёплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1418049,EDAM 2-160-9 (комплект),20250.0,20250.0,11542.5,1,{'ррц Екатеринбург LV NEW': '1'}
Мат Electrolux EEM 2-150-3 (комплект теплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1105886,EEM 2-150-3 комплект,10780.0,10780.0,6145.0,255,"{'ррц Екатеринбург LV NEW': '48', 'фрц Киржач': '207'}"
Кабель Electrolux ETC 2-17-500 (комплект теплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательный кабель для теплого пола,НС-1073731,ETC 2-17-500 комплект,8635.0,8635.0,4922.0,1,{'фрц Киржач': '1'}
Вентилятор вытяжной серии Slim EAFS-120TH с таймером и гигростатом,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1126798,EAFS-120TH,6690.0,6690.0,4683.0,25,{'фрц Киржач': '25'}
Сплит-система инверторного типа Electrolux Onix Super DC EACS/I-18HIX-BLACK/N8 комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1598863,EACS/I-18HIX-BLACK/N8,102990.0,102990.0,75182.7,ожидается поставка,{}
Водонагреватель Electrolux EWH 50 Royal,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1019735,EWH 50 Royal,18490.0,17390.0,15717.0,ожидается поставка,{}
Пленка инфракрасная саморегулирующаяся Electrolux ETSS 220-6 (комплект теплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательная инфракрасная пленка для теплого пола,НС-1213535,ETSS 220-6,19420.0,19420.0,11069.0,ожидается поставка,{}
"Мат Electrolux EEFM 2-150-3,5 (комплект теплого пола)",Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1105862,"EEFM 2-150-3,5 комплект",12300.0,12300.0,7011.0,ожидается поставка,{}
Установка приточно-вытяжная Electrolux Universe ERVX-600 inv,Electrolux,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные-вытяжные установки,НС-1271441,ERVX-600 inv,140320.0,140320.0,98224.0,ожидается поставка,{}
Вентилятор вытяжной серии Premium EAF-100,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1135949,EAF - 100,3590.0,3590.0,2513.0,более 500,"{'екатеринбург склад': '1', 'ррц Екатеринбург LV NEW': '4', 'фрц Киржач': 'более 500'}"
Экофильтр-картридж Electrolux 3738,Electrolux,"Увлажнение, осушение и очистка воздуха/Аксессуары и фильтры для увлажнителей и очистителей/Аксессуары и фильтры для увлажнителей и очистителей",НС-1111539,3738,790.0,790.0,632.0,68,{'ррц Екатеринбург LV NEW': '68'}
Фильтр Electrolux FAP-2050 ANTI DUST,Electrolux,"Увлажнение, осушение и очистка воздуха/Аксессуары и фильтры для увлажнителей и очистителей/Аксессуары и фильтры для увлажнителей и очистителей",НС-1476970,FAP-2050 ANTI DUST,2290.0,2290.0,1832.0,347,{'фрц Киржач': '347'}
Тепловентилятор Electrolux Prime EFH/C-5125,Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Тепловентиляторы,НС-1100915,EFH/C-5125,2990.0,2890.0,2392.0,27,{'ррц Екатеринбург LV NEW': '27'}
Тепловентилятор Electrolux EFH/S-1115,Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Тепловентиляторы,НС-0083789,EFH/S-1115,1890.0,1790.0,1512.0,более 500,"{'ррц Орехово-Зуево (Московская обл.)': '35', 'ррц Петушки (Владимирская обл.)': '320', 'ррц Екатеринбург LV NEW': '49', 'фрц Киржач': '135'}"
"Комплект Electrolux EACC-60H/UP3/N3 сплит-системы, кассетного типа",Electrolux,Кондиционирование/Полупромышленные сплит-системы,НС-1235754,EACC-60H/UP3/N3,255000.0,255000.0,109746.0,25,{'фрц Киржач': '25'}
Очиститель воздуха Electrolux EAP-1040D Yin&Yang,Electrolux,"Увлажнение, осушение и очистка воздуха/Очистители воздуха/Бытовые очистители воздуха",НС-1236339,EAP-1040D Yin&Yang,12990.0,12990.0,10652.0,ожидается поставка,{}
Установка EPVS-650 приточно-вытяжная,Electrolux,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные-вытяжные установки,НС-1352136,_EPVS-650,120800.0,120800.0,84560.0,ожидается поставка,{}
Комплект Electrolux Rapid Transformer с блоком управления и шасси ECH/R-2000 T-TUM3 (механический),Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1295046,ECH/R-2000 T-TUM3,10170.0,10170.0,7831.9,46,{'фрц Киржач': '46'}
Вентилятор вытяжной Electrolux серии Glass EAFG-100 black,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1490274,EAFG-100 black,4790.0,4790.0,3353.0,304,"{'ррц Екатеринбург LV NEW': '33', 'фрц Киржач': '271'}"
Мат Electrolux EEFM 2-180-8 (комплект теплого пола c терморегулятором),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1432035,EEFM 2-180-8 комплект,24290.0,24290.0,13845.0,3,{'ррц Екатеринбург LV NEW': '3'}
Сплит-система Electrolux EACS-09HAL/N3 комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1428439,EACS-09HAL/N3,32990.0,32990.0,23752.8,ожидается поставка,{}
Вентилятор вытяжной серии Basic EAFB-100TH с таймером и гигростатом,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1126784,EAFB-100TH,5090.0,5090.0,3563.0,12,{'фрц Киржач': '12'}
Терморегулятор Electrolux ETV-16W белый,Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Терморегуляторы,НС-1585004,ETV-16W,7890.0,7890.0,4497.0,ожидается поставка,{}
Очаг электрический Electrolux Sphere Plus EFP/P-2720RLS N,Electrolux,Тепловое оборудование/Электрические камины/Электрические камины портального типа,НС-1584867,EFP/P-2720RLS N,29990.0,28500.0,21892.7,351,"{'ррц Екатеринбург LV NEW': '37', 'фрц Киржач': '314'}"
Сплит-система инверторного типа Electrolux Onix Super DC EACS/I-12HIX-BLACK/N8 комплект с Wi-Fi,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1621652,EACS/I-12HIX-BLACK/N8 с Wi-Fi,65490.0,65490.0,47807.7,ожидается поставка,{}
Сплит-система инверторного типа Electrolux Smartline DC EACS/I-24HSM/N8 комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1598830,EACS/I-24HSM/N8,114990.0,114990.0,78193.2,ожидается поставка,{}
Увлажнитель воздуха ультразвуковой Electrolux EHU-6115D,Electrolux,"Увлажнение, осушение и очистка воздуха/Увлажнители воздуха/Бытовые увлажнители воздуха",НС-1495905,EHU-6115D,7890.0,7890.0,6549.0,более 500,{'фрц Киржач': 'более 500'}
Конвектор электрический Electrolux ECH/AS -1500 ER,Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1119624,ECH/AS-1500 ER,7490.0,7490.0,5992.0,более 500,"{'ррц Петушки (Владимирская обл.)': '1989', 'ррц Екатеринбург LV NEW': '25'}"
Очиститель воздуха Electrolux EAP-2050D Yin&Yang,Electrolux,"Увлажнение, осушение и очистка воздуха/Очистители воздуха/Бытовые очистители воздуха",НС-1381326,EAP-2050D Yin&Yang,18990.0,18990.0,15572.0,2,{'фрц Киржач': '2'}
Сплит-система инверторного типа Electrolux EACS/I-09HG-BLACK2/N8 комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1108881,EACS/I-09HG-BLACK2/N8,53990.0,53990.0,39412.7,ожидается поставка,{}
Пленка инфракрасная саморегулирующаяся Electrolux ETSS 220-2 (комплект теплого пола),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательная инфракрасная пленка для теплого пола,НС-1213525,ETSS 220-2,6535.0,6535.0,3725.0,ожидается поставка,{}
Кондиционер мобильный Electrolux Nebula EACM-18 NB/N6,Electrolux,Кондиционирование/Бытовые кондиционеры/Мобильные кондиционеры,НС-1605482,EACM-18 NB/N6,75000.0,75000.0,60000.0,ожидается поставка,{}
Блок внутренний Electrolux EACS/I-07 HMB FMI/N8_ERP/in сплит-системы,Electrolux,Кондиционирование/Мульти сплит-системы/Мульти сплит-системы свободной компоновки,НС-1481091,EACS/I-07 HMB FMI/N8_ERP/in,23400.0,23400.0,15678.0,более 500,"{'екатеринбург склад': '1', 'ррц Петушки (Владимирская обл.)': '396', 'ррц Екатеринбург LV NEW': '9', 'фрц Киржач': '309'}"
Водонагреватель Electrolux EWH 50 Gladius 2.0 Grafit,Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1439700,EWH 50 Gladius 2.0 Grafit,22990.0,22990.0,18392.0,ожидается поставка,{}
Мат Electrolux EEFM 2-180-12 (комплект теплого пола c терморегулятором),Electrolux,Тепловое оборудование/Электрические теплые полы и системы антиобледенения/Нагревательные маты для теплого пола,НС-1432017,EEFM 2-180-12 комплект,31390.0,31390.0,17892.0,ожидается поставка,{}
Вентилятор безлопастной Electrolux ETF-115W,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы бытовые,НС-1602091,ETF-115W,10990.0,10990.0,8792.0,ожидается поставка,{}
Комплект Electrolux Air Gate Transformer с блоком управления ECH/AG2-1000 T-TUI4 (инверторный),Electrolux,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1584117,ECH/AG2-1000 T-TUI4,10680.0,10680.0,8224.6,более 500,{'фрц Киржач': 'более 500'}
Сплит-система Electrolux EACS-12HF2/N3 комплект,Electrolux,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1481745,EACS-12HF2/N3,47490.0,47490.0,33717.9,2,{'екатеринбург склад': '2'}
Блок внутренний высоконапорный канального типа EACD-192HWN1 IN,Electrolux,Вентиляция и кондиционирование зданий/Фреоновые системы кондиционирования/Канальные кондиционеры большой мощности,НС-1284307,EACD-192HWN1 IN,729033.7,809206.85,306194.16,1,{'фрц Киржач': '1'}
Кондиционер мобильный Electrolux EACM-12 GT/N6,Electrolux,Кондиционирование/Бытовые кондиционеры/Мобильные кондиционеры,НС-1475202,EACM-12 GT/N6,44950.0,44950.0,35960.0,7,"{'ррц Екатеринбург LV NEW': '2', 'фрц Киржач': '5'}"
Увлажнитель воздуха ультразвуковой Electrolux EHU-3710D,Electrolux,"Увлажнение, осушение и очистка воздуха/Увлажнители воздуха/Бытовые увлажнители воздуха",НС-1073571,EHU-3710D,9990.0,9990.0,8292.0,6,{'фрц Киржач': '6'}
Вентилятор безлопастной Electrolux EFB-1210W,Electrolux,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы бытовые,НС-1602086,EFB-1210W,9990.0,9990.0,0.0,ожидается поставка,{}
Водонагреватель проточный Electrolux Taptronic (Black),Electrolux,Отопление и водоснабжение/Водонагреватели/Водонагреватели проточные электрические,НС-1246479,Taptronic (Black),2890.0,2890.0,2399.0,ожидается поставка,{}
