Наименование,Бренд,Категория,Код товара,Артикул,Цена РРЦ,Цена РИЦ,Цена для клиентов,Суммарный остаток,Остаток по складам
Радиатор масляный Ballu CUBE BOH/CB-09W 2000 (9 секций),BALLU,Тепловое оборудование/Бытовые электрические обогреватели/Маслонаполненные радиаторы,НС-1133490,BOH/CB-09W,5490.0,5290.0,4337.1,более 500,"{'екатеринбург склад': '2', 'ррц Орехово-Зуево (Московская обл.)': '46', 'ррц Екатеринбург LV NEW': '577', 'фрц Киржач': 'более 500'}"
"Бактерицидный рециркулятор Ballu RDU-60D WiFi ANTICOVIDgenerator, white",BALLU,"Увлажнение, осушение и очистка воздуха/Рециркуляторы, стерилизаторы, ионизаторы/Рециркуляторы",НС-1432634,"RDU-60D WiFi, white",13990.0,13990.0,10912.0,ожидается поставка,{}
Водонагреватель Ballu BWH/S 50 Primex,BALLU,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1121584,BWH/S 50 Primex,8990.0,8990.0,7102.0,112,"{'ррц Петушки (Владимирская обл.)': '102', 'ррц Екатеринбург LV NEW': '10'}"
Кондиционер промышленный мобильный Ballu BGK9 с комплектом воздухоотводов,BALLU,Кондиционирование/Бытовые кондиционеры/Мобильные кондиционеры,НС-1348950,BGK9 с комплектом воздухоотводов,259590.0,259590.0,207672.0,ожидается поставка,{}
Пушка тепловая Ballu BHP-P2-6,BALLU,Тепловое оборудование/Тепловые пушки и теплогенераторы/Электрические тепловые пушки,НС-1226960,BHP-P2-6,13590.0,13590.0,10872.0,132,"{'ррц Екатеринбург LV NEW': '24', 'фрц Киржач': '108'}"
Тепловая пушка Ballu BHP-M-36,BALLU,Тепловое оборудование/Тепловые пушки и теплогенераторы/Электрические тепловые пушки,НС-1035075,BHP-M-36,41990.0,41990.0,34851.7,407,"{'ррц Петушки (Владимирская обл.)': '372', 'ррц Екатеринбург LV NEW': '6', 'фрц Киржач': '29'}"
Пушка дизельная прямого нагрева Ballu BHDP-120,BALLU,Тепловое оборудование/Тепловые пушки и теплогенераторы/Дизельные тепловые пушки,НС-1273974,BHDP-120,169990.0,169990.0,135992.0,45,{'фрц Киржач': '45'}
Комплект Ballu Transformer с блоком управления BEC/EVU-1000-4I (инверторный),BALLU,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1584101,BEC/EVU-1000-4I,9380.0,9380.0,7504.0,более 500,"{'екатеринбург склад': '2', 'фрц Киржач': 'более 500'}"
Завеса воздушная Ballu BHC-H20A-PS,BALLU,Тепловое оборудование/Воздушные и тепловые завесы/Промышленные,НС-1109973,BHC-H20A-PS,51490.0,51490.0,41192.0,1,{'фрц Киржач': '1'}
Водонагреватель Ballu BWH/S 100 Legacy,BALLU,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1588104,BWH/S 100 Legacy,12290.0,12290.0,10201.0,58,"{'ррц Лакинск': '1', 'ррц Костерево (Владимирская обл.)': '50', 'ррц Орехово-Зуево (Московская обл.)': '1', 'ррц Екатеринбург LV NEW': '3', 'фрц Киржач': '3'}"
Блок внутренний Ballu BSUI-FM/in-18HN8/EU инверторной мульти сплит-системы,BALLU,Кондиционирование/Мульти сплит-системы/Мульти сплит-системы свободной компоновки,НС-1247895,BSUI-FM/in-18HN8/EU,24000.0,24000.0,16560.0,1,{'ррц Екатеринбург LV NEW': '1'}
Сплит-система инверторного типа Ballu iGreen Pro DC BSAGI-07HN8 комплект,BALLU,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1598077,BSAGI-07HN8,28990.0,28990.0,21162.7,ожидается поставка,{}
Водонагреватель Ballu BWH/S 100 Artendo DH,BALLU,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1602437,BWH/S 100 Artendo DH,26490.0,26490.0,20927.0,более 500,"{'екатеринбург склад': '1', 'ррц Екатеринбург LV NEW': '12', 'фрц Киржач': 'более 500'}"
Кондиционер промышленный мобильный Ballu BGK5 с комплектом воздухоотводов,BALLU,Кондиционирование/Бытовые кондиционеры/Мобильные кондиционеры,НС-1348948,BGK5 с комплектом воздухоотводов,165590.0,165590.0,132472.0,2,{'фрц Киржач': '2'}
"Кронштейн Ballu 415х450, пара",BALLU,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для систем кондиционирования/Кронштейны для кондиционеров",НС-1037368,"BALLU 415х450, пара",425.0,425.0,275.08,ожидается поставка,{}
Чехол тканевый Ballu для рециркулятора на магнитной основе MС-100/150 WiFi-G,BALLU,"Увлажнение, осушение и очистка воздуха/Рециркуляторы, стерилизаторы, ионизаторы/Чехлы для рециркуляторов",НС-1488478,MС-100/150 WiFi-G,7690.0,7690.0,6152.0,ожидается поставка,{}
Вентилятор промышленный Ballu BIF-12D,BALLU,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Промышленные вентиляторы,НС-1161829,BIF-12D,18990.0,18990.0,15761.7,13,"{'ррц Екатеринбург LV NEW': '3', 'фрц Киржач': '10'}"
Фильтр высокоэффективный HEPA H11 FH-BMAC-200 для мультикомплекса Ballu Air Master,BALLU,Вентиляция и кондиционирование зданий/Бытовая приточная вентиляция/Фильтры и опции,НС-1081284,FH-BMAC-200,2190.0,2190.0,1752.0,ожидается поставка,{}
Тепловентилятор водяной Ballu BHP-W2-110-XL,BALLU,Тепловое оборудование/Водяные тепловентиляторы и дестратификаторы/Водяные тепловентиляторы,НС-1520156,BHP-W2-110-XL,69990.0,62990.0,53892.3,ожидается поставка,{}
Масляный радиатор Ballu Classic BOH/CL-09WRN 2000 (9 секций),BALLU,Тепловое оборудование/Бытовые электрические обогреватели/Маслонаполненные радиаторы,НС-1050882,BOH/CL-09WRN 2000,5590.0,5290.0,4416.1,более 500,"{'екатеринбург склад': '1', 'ррц Костерево (Владимирская обл.)': '12', 'ррц Орехово-Зуево (Московская обл.)': '1234', 'ррц Петушки (Владимирская обл.)': '20', 'ррц Екатеринбург LV NEW': '771', 'фрц Киржач': '33'}"
Завеса тепловая Ballu BHC-B10W10-PS,BALLU,Тепловое оборудование/Воздушные и тепловые завесы/Промышленные,НС-1136126,BHC-B10W10-PS,34490.0,34490.0,27592.0,1,{'фрц Киржач': '1'}
Очиститель воздуха Ballu AP-107,BALLU,"Увлажнение, осушение и очистка воздуха/Очистители воздуха/Бытовые очистители воздуха",НС-1276047,AP-107,9490.0,9490.0,7782.0,5,"{'екатеринбург склад': '1', 'ррц Екатеринбург LV NEW': '4'}"
Блок управления Transformer Electronic Ballu BCT/EVU-3E,BALLU,Тепловое оборудование/Бытовые электрические обогреватели/Блоки управления для электрических конвекторов,НС-1238393,BCT/EVU-3E,3190.0,3190.0,2552.0,1,{'екатеринбург склад': '1'}
Завеса воздушная Ballu BHC-H10A-PS (пульт BRC-F),BALLU,Тепловое оборудование/Воздушные и тепловые завесы/Промышленные,НС-1508220,BHC-H10A-PS (BRC-F),32990.0,32990.0,26392.0,ожидается поставка,{}
Кронштейн настенный Ballu BHC-UW,BALLU,Тепловое оборудование/Воздушные и тепловые завесы/Аксессуары для воздушных завес,НС-1205659,BHC-UW,4990.0,4990.0,3992.0,ожидается поставка,{}
Завеса тепловая Ballu BHC-H15W30-PS2,BALLU,Тепловое оборудование/Воздушные и тепловые завесы/Промышленные,НС-1355455,BHC-H15W30-PS2,82990.0,82990.0,66392.0,ожидается поставка,{}
Завеса тепловая Ballu BHC-CE-3,BALLU,Тепловое оборудование/Воздушные и тепловые завесы/Компактные,НС-1109500,BHC-CE-3,7890.0,7890.0,6706.5,208,"{'екатеринбург склад': '1', 'ррц Екатеринбург LV NEW': '33', 'фрц Киржач': '174'}"
"Трубка дренажная для ЭВН, 6х9мм",BALLU,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для систем кондиционирования/Дренажный шланг",НС-1197103,НС-1197103,158.0,158.0,150.0,более 500,"{'екатеринбург склад': '9', 'ррц Екатеринбург LV NEW': '6', 'фрц Киржач': 'более 500'}"
Чехол тканевый Ballu для рециркулятора на магнитной основе MС-30/60 WiFi-C,BALLU,"Увлажнение, осушение и очистка воздуха/Рециркуляторы, стерилизаторы, ионизаторы/Чехлы для рециркуляторов",НС-1488498,MС-30/60 WiFi-C,7390.0,7390.0,5912.0,ожидается поставка,{}
Сплит-система инверторного типа Ballu BSPKI-18HN8_24Y комплект,BALLU,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1597460,BSPKI-18HN8_24Y,105990.0,105990.0,77372.7,83,"{'ррц Екатеринбург LV NEW': '9', 'фрц Киржач': '74'}"
Обогреватель инфракрасный Ballu BIH-AP4-2.0-B,BALLU,Тепловое оборудование/Инфракрасные обогреватели/Электрические полупромышленные инфракрасные обогреватели,НС-1144341,BIH-AP4-2.0-B,13990.0,13990.0,11192.0,9,{'ррц Екатеринбург LV NEW': '9'}
Очиститель воздуха Ballu AP-130,BALLU,"Увлажнение, осушение и очистка воздуха/Очистители воздуха/Бытовые очистители воздуха",НС-1533225,AP-130,12990.0,12990.0,10652.0,9,{'ррц Екатеринбург LV NEW': '9'}
Пушка дизельная прямого нагрева Ballu BHDP-10,BALLU,Тепловое оборудование/Тепловые пушки и теплогенераторы/Дизельные тепловые пушки,НС-1050911,BHDP-10,24990.0,24990.0,19992.0,более 500,"{'екатеринбург склад': '1', 'ррц Петушки (Владимирская обл.)': '658', 'ррц Екатеринбург LV NEW': '34', 'фрц Киржач': '266'}"
Водонагреватель Ballu BWH/S 50 Orfeus DH,BALLU,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1588109,BWH/S 50 Orfeus DH,10990.0,10990.0,8682.0,91,"{'екатеринбург склад': '1', 'ррц Костерево (Владимирская обл.)': '59', 'ррц Екатеринбург LV NEW': '10', 'фрц Киржач': '21'}"
Конвектор электрический Ballu Apollo digital INVERTER Space Black BEC/ATI-2502,BALLU,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1343712,BEC/ATI-2502,18990.0,18990.0,15192.0,272,"{'ррц Екатеринбург LV NEW': '2', 'фрц Киржач': '270'}"
Обогреватель инфракрасный Ballu BIH-AP4-0.8,BALLU,Тепловое оборудование/Инфракрасные обогреватели/Электрические полупромышленные инфракрасные обогреватели,НС-1121318,BIH-AP4-0.8,4990.0,4890.0,4141.7,27,{'фрц Киржач': '27'}
Чехол тканевый Ballu для рециркулятора на магнитной основе MС-100/150 WiFi-DB,BALLU,"Увлажнение, осушение и очистка воздуха/Рециркуляторы, стерилизаторы, ионизаторы/Чехлы для рециркуляторов",НС-1488475,MС-100/150 WiFi-DB,7690.0,7690.0,6152.0,ожидается поставка,{}
Кондиционер мобильный Ballu Aura BPAC-09 CP/N1_24Y,BALLU,Кондиционирование/Бытовые кондиционеры/Мобильные кондиционеры,НС-1594919,BPAC-09 CP/N1_24Y,27990.0,27990.0,22392.0,81,"{'ррц Екатеринбург LV NEW': '80', 'фрц Киржач': '1'}"
Конвектор электрический Ballu Enzo BEC/EZMR-500,BALLU,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1055661,BEC/EZMR-500,3890.0,3890.0,3306.5,более 500,{'фрц Киржач': 'более 500'}
Пушка дизельная прямого нагрева Ballu BHDP-50,BALLU,Тепловое оборудование/Тепловые пушки и теплогенераторы/Дизельные тепловые пушки,НС-1050914,BHDP-50,42990.0,42990.0,34392.0,4,"{'ррц Екатеринбург LV NEW': '1', 'фрц Киржач': '3'}"
Тепловентилятор водяной Ballu BHP-W4-70-S,BALLU,Тепловое оборудование/Водяные тепловентиляторы и дестратификаторы/Водяные тепловентиляторы,НС-1508429,BHP-W4-70-S,56990.0,51290.0,43882.3,ожидается поставка,{}
Обогреватель инфракрасный Ballu BIH-LM-3.0,BALLU,Тепловое оборудование/Инфракрасные обогреватели/Электрические полупромышленные инфракрасные обогреватели,НС-1173719,BIH-LM-3.0,9990.0,9990.0,8291.7,56,{'фрц Киржач': '56'}
Вентилятор промышленный Ballu BIF-4BB,BALLU,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Промышленные вентиляторы,НС-1601099,BIF-4BB,4590.0,4590.0,3809.7,2,{'фрц Киржач': '2'}
Чехол тканевый Ballu для рециркулятора на магнитной основе MС-100/150-P,BALLU,"Увлажнение, осушение и очистка воздуха/Рециркуляторы, стерилизаторы, ионизаторы/Чехлы для рециркуляторов",НС-1488493,MС-100/150-P,7690.0,7690.0,6152.0,ожидается поставка,{}
Колонка газовая Ballu GWH 10 Fiery,BALLU,Отопление и водоснабжение/Водонагреватели/Водонагреватели проточные газовые,НС-1584730,GWH 10 Fiery,10990.0,10990.0,9671.0,89,"{'ррц Екатеринбург LV NEW': '24', 'фрц Киржач': '65'}"
Завеса тепловая Ballu BHC-M15T09-PS2,BALLU,Тепловое оборудование/Воздушные и тепловые завесы/Промышленные,НС-1355488,BHC-M15T09-PS2,50490.0,50490.0,40392.0,ожидается поставка,{}
Осушитель воздуха Ballu BD10U,BALLU,"Увлажнение, осушение и очистка воздуха/Осушители воздуха/Бытовые осушители воздуха",НС-1247955,BD10U,11590.0,11590.0,9504.0,ожидается поставка,{}
"Блок внутренний Ballu BSEI-FM/in-07HN8/LP_EU мульти сплит-системы, инверторного типа",BALLU,Кондиционирование/Мульти сплит-системы/Мульти сплит-системы свободной компоновки,НС-1486944,BSEI-FM/in-07HN8/LP_EU,17700.0,17700.0,12213.0,26,{'фрц Киржач': '26'}
Сушилка для рук электрическая Ballu BAHD-1000AS Silver,BALLU,Тепловое оборудование/Сушилки для рук/Сушилки для рук,НС-1135451,BAHD-1000AS Silver,10590.0,10590.0,8472.0,15,"{'ррц Екатеринбург LV NEW': '5', 'фрц Киржач': '10'}"
Конвектор электрический Ballu Enzo BEC/EZER-1000,BALLU,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1055662,BEC/EZER-1000,5890.0,5890.0,5006.5,более 500,"{'ррц Петушки (Владимирская обл.)': '2330', 'ррц Екатеринбург LV NEW': '33', 'фрц Киржач': '67'}"
Ограждение Ballu 700*1200*1000,BALLU,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для систем кондиционирования/Козырьки и защитные ограждения",НС-0050422,RM0316,6150.0,6150.0,5658.0,63,"{'ррц Екатеринбург LV NEW': '6', 'фрц Киржач': '57'}"
Чехол тканевый Ballu для рециркулятора на магнитной основе MС-100/150-BG,BALLU,"Увлажнение, осушение и очистка воздуха/Рециркуляторы, стерилизаторы, ионизаторы/Чехлы для рециркуляторов",НС-1488485,MС-100/150-BG,7690.0,7690.0,6152.0,ожидается поставка,{}
Экран для вентиляционной решетки Ballu Квадра 600,BALLU,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для систем кондиционирования/Экраны для кондиционеров",НС-1263344,kvadra600,3302.0,3302.0,2872.0,58,"{'екатеринбург склад': '2', 'ррц Екатеринбург LV NEW': '6', 'фрц Киржач': '50'}"
"Блок внутренний Ballu BSEI-FM/in-12HN8/LP_EU мульти сплит-системы, инверторного типа",BALLU,Кондиционирование/Мульти сплит-системы/Мульти сплит-системы свободной компоновки,НС-1486954,BSEI-FM/in-12HN8/LP_EU,18600.0,18600.0,12834.0,15,{'фрц Киржач': '15'}
Кондиционер мобильный Ballu Smart Inverter BPAC-12 IN/N6,BALLU,Кондиционирование/Бытовые кондиционеры/Мобильные кондиционеры,НС-1606979,BPAC-12 IN/N6,55950.0,55950.0,44760.0,194,{'фрц Киржач': '194'}
Кондиционер мобильный Ballu Eclipse BPAC-07 EPB/N6 black,BALLU,Кондиционирование/Бытовые кондиционеры/Мобильные кондиционеры,НС-1599256,BPAC-07 EPB/N6 black,28990.0,28990.0,23192.0,3,{'ррц Екатеринбург LV NEW': '3'}
Чехол тканевый Ballu для рециркулятора на магнитной основе MС-100/150 WiFi-C,BALLU,"Увлажнение, осушение и очистка воздуха/Рециркуляторы, стерилизаторы, ионизаторы/Чехлы для рециркуляторов",НС-1488474,MС-100/150 WiFi-C,7690.0,7690.0,6152.0,ожидается поставка,{}
Пушка тепловая Ballu BHP-M2-9,BALLU,Тепловое оборудование/Тепловые пушки и теплогенераторы/Электрические тепловые пушки,НС-1277341,BHP-M2-9,15590.0,15590.0,12472.0,2,{'фрц Киржач': '2'}
Блок наружный Ballu BA3OI-FM/out-27HN8/EU инверторной мульти сплит-системы,BALLU,Кондиционирование/Мульти сплит-системы/Мульти сплит-системы свободной компоновки,НС-1247887,BA3OI-FM/out-27HN8/EU,99600.0,99600.0,68724.0,ожидается поставка,{}
Сплит-система инверторного типа Ballu BSUI-12HN8_23Y комплект,BALLU,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1480850,BSUI-12HN8_23Y,48990.0,48990.0,35762.7,24,{'ррц Орехово-Зуево (Московская обл.)': '24'}
Очиститель воздуха Ballu AP-110,BALLU,"Увлажнение, осушение и очистка воздуха/Очистители воздуха/Бытовые очистители воздуха",НС-1073563,AP-110,12790.0,12790.0,10488.0,ожидается поставка,{}
Тепловая пушка Ballu BHP-P-6,BALLU,Тепловое оборудование/Тепловые пушки и теплогенераторы/Электрические тепловые пушки,НС-1035077,BHP-P-6,11990.0,11990.0,9951.7,183,"{'ррц Петушки (Владимирская обл.)': '122', 'ррц Екатеринбург LV NEW': '1', 'фрц Киржач': '60'}"
Фильтр высокоэффективный Ballu HEPA Н13 для ONEAIR ASP-80,BALLU,Вентиляция и кондиционирование зданий/Бытовая приточная вентиляция/Фильтры и опции,НС-1268383,HEPA H13 ONEAIR ASP-80,2190.0,2190.0,1643.0,400,"{'ррц Екатеринбург LV NEW': '70', 'фрц Киржач': '330'}"
Конвектор электрический Ballu Apollo digital INVERTER Moon Gray BEC/ATI-2001,BALLU,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1343706,BEC/ATI-2001,17990.0,17990.0,14392.0,272,"{'ррц Екатеринбург LV NEW': '2', 'фрц Киржач': '270'}"
Комплект Ballu Apollo Transformer с блоком управления и шасси BEC/AT-2000-4E (электронное),BALLU,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1584096,BEC/AT-2000-4E-BFT/EVUR,12370.0,12370.0,9896.0,263,"{'ррц Екатеринбург LV NEW': '8', 'фрц Киржач': '255'}"
Завеса тепловая Ballu BHC-L10-S06 (пульт BRC-S),BALLU,Тепловое оборудование/Воздушные и тепловые завесы/Компактные,НС-1485649,BHC-L10-S06 (BRC-S),19990.0,19990.0,16591.7,33,{'фрц Киржач': '33'}
Водонагреватель Ballu BWH/S 80 Orfeus DH,BALLU,Отопление и водоснабжение/Водонагреватели/Водонагреватели накопительные,НС-1588111,BWH/S 80 Orfeus DH,13690.0,13690.0,10815.0,124,"{'екатеринбург склад': '1', 'ррц Лакинск': '62', 'ррц Екатеринбург LV NEW': '25', 'фрц Киржач': '36'}"
Сплит-система Ballu Olympio Legend BSW-12HN1_24Y комплект,BALLU,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1608693,BSW-12HN1_24Y,38990.0,38990.0,27293.0,более 500,"{'ррц Лакинск': '50', 'ррц Костерево (Владимирская обл.)': '221', 'ррц Екатеринбург LV NEW': '13', 'фрц Киржач': '302'}"
Обогреватель инфракрасный BALLU Apollo Infrared BIHP/A-2000,BALLU,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1247939,BIHP/A-2000,8990.0,8990.0,7641.5,269,"{'ррц Екатеринбург LV NEW': '24', 'фрц Киржач': '245'}"
Блок наружный Ballu BA2OI-FM/out-14HN8/EU инверторной мульти сплит-системы,BALLU,Кондиционирование/Мульти сплит-системы/Мульти сплит-системы свободной компоновки,НС-1247854,BA2OI-FM/out-14HN8/EU,65700.0,65700.0,45333.0,4,{'ррц Екатеринбург LV NEW': '4'}
Фильтр тонкой очистки BASIC F5 FB-BMAC-200 для мультикомплекса Ballu Air Master,BALLU,Вентиляция и кондиционирование зданий/Бытовая приточная вентиляция/Фильтры и опции,НС-1081239,FB-BMAC-20,1750.0,1750.0,1400.0,ожидается поставка,{}
Обогреватель инфракрасный Ballu BIH-GSW-1.0,BALLU,Тепловое оборудование/Инфракрасные обогреватели/Электрические полупромышленные инфракрасные обогреватели,НС-1502638,BIH-GSW-1.0,9990.0,9990.0,7992.0,326,{'фрц Киржач': '326'}
Тепловентилятор водяной Ballu BHP-W2-130-XL,BALLU,Тепловое оборудование/Водяные тепловентиляторы и дестратификаторы/Водяные тепловентиляторы,НС-1520157,BHP-W2-130-XL,75990.0,68390.0,58512.3,ожидается поставка,{}
Конвектор электрический Ballu Enzo BEC/EZMR-2000 (Боковое управление),BALLU,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1580399,BEC/EZMR-2000 (SC),5390.0,5390.0,4581.5,3,{'фрц Киржач': '3'}
Очиститель воздуха приточный Ballu ONEAIR ASP-200SP с нагревательным элементом,BALLU,Вентиляция и кондиционирование зданий/Бытовая приточная вентиляция/Приточные очистители воздуха,НС-1467279,ASP-200SP/PTC,50780.0,50780.0,38085.0,ожидается поставка,{}
Тепловая пушка газовая Ballu BHG-10M,BALLU,Тепловое оборудование/Тепловые пушки и теплогенераторы/Газовые тепловые пушки,НС-1053054,BHG-10М,8590.0,8590.0,6872.0,185,"{'екатеринбург склад': '1', 'ррц Орехово-Зуево (Московская обл.)': '1', 'ррц Петушки (Владимирская обл.)': '13', 'ррц Екатеринбург LV NEW': '9', 'фрц Киржач': '161'}"
Очиститель воздуха приточный Ballu ONEAIR ASP-100W,BALLU,Вентиляция и кондиционирование зданий/Бытовая приточная вентиляция/Приточные очистители воздуха,НС-1496444,ASP-100W,29990.0,29990.0,22492.5,ожидается поставка,{}
"Труба медная Ballu Olympic 34,92х1,25х3000 (1-3/8), отрезок",BALLU,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для систем кондиционирования/Трубы медные",НС-1123011,Труба медная Ballu Olympic 1-3/8,4279.19,4279.19,4065.23,ожидается поставка,{}
"Насос дренажный Ballu CondiPump Hi Lift (накопительный, 380 л/ч)",BALLU,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для систем кондиционирования/Дренажные помпы",НС-1500825,CPHL,6259.0,6259.0,5445.33,112,"{'екатеринбург склад': '7', 'ррц Екатеринбург LV NEW': '73', 'фрц Киржач': '32'}"
Вентилятор напольный Ballu BFF-802,BALLU,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы бытовые,НС-1236005,BFF-802,2490.0,2490.0,1992.0,59,"{'екатеринбург склад': '1', 'ррц Костерево (Владимирская обл.)': '49', 'ррц Орехово-Зуево (Московская обл.)': '1', 'ррц Екатеринбург LV NEW': '8'}"
Увлажнитель ультразвуковой Ballu UHB-705,BALLU,"Увлажнение, осушение и очистка воздуха/Увлажнители воздуха/Бытовые увлажнители воздуха",НС-1155548,UHB-705,3990.0,3990.0,3392.0,ожидается поставка,{}
Завеса тепловая Ballu BHC-L15S09-SP,BALLU,Тепловое оборудование/Воздушные и тепловые завесы/Компактные,НС-1136141,BHC-L15S09-SP,27490.0,27490.0,21992.0,ожидается поставка,{}
Сплит-система инверторного типа Ballu BSUI-09HN8_23Y комплект,BALLU,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1480848,BSUI-09HN8_23Y,44990.0,44990.0,32842.7,ожидается поставка,{}
Комплект Apollo Transformer с блоком управления BEC/AT-1500-3M (механический),BALLU,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1352573,BEC/AT-1500-3M,7980.0,7980.0,6384.0,более 500,"{'ррц Екатеринбург LV NEW': '19', 'фрц Киржач': 'более 500'}"
Завеса воздушная Ballu BHC-U15A-PS,BALLU,Тепловое оборудование/Воздушные и тепловые завесы/Пылевлагозащищенные (IP54),НС-1183726,BHC-U15A-PS,84990.0,84990.0,67992.0,ожидается поставка,{}
Пушка тепловая Ballu BHP-PE-5,BALLU,Тепловое оборудование/Тепловые пушки и теплогенераторы/Электрические тепловые пушки,НС-1069374,BHP-PE-5,4290.0,4190.0,3646.5,ожидается поставка,{}
Кондиционер мобильный Ballu Velure BPAC-12 EW/N6,BALLU,Кондиционирование/Бытовые кондиционеры/Мобильные кондиционеры,НС-1606625,BPAC-12 EW/N6,40990.0,40990.0,32792.0,ожидается поставка,{}
Завеса тепловая Ballu BHC-H20T24-PS2,BALLU,Тепловое оборудование/Воздушные и тепловые завесы/Промышленные,НС-1355463,BHC-H20T24-PS2,78990.0,78990.0,63192.0,ожидается поставка,{}
Комплект Apollo Transformer с блоком управления BEC/AT-2000-3M (механический),BALLU,Тепловое оборудование/Бытовые электрические обогреватели/Электрические конвекторы,НС-1352574,BEC/AT-2000-3M,8980.0,8980.0,7184.0,351,"{'ррц Екатеринбург LV NEW': '26', 'фрц Киржач': '325'}"
"Комплект Ballu BLC_M_C-60HN1_22Y полупромышленной сплит-системы, кассетного типа",BALLU,Кондиционирование/Полупромышленные сплит-системы,НС-1411205,BLC_M_C-60HN1_22Y,179600.0,179600.0,0.0,ожидается поставка,{}
"Бактерицидный рециркулятор Ballu RDU-200D ANTICOVIDgenerator, white",BALLU,"Увлажнение, осушение и очистка воздуха/Рециркуляторы, стерилизаторы, ионизаторы/Рециркуляторы",НС-1343672,"RDU-200D, white",18990.0,18990.0,14812.0,1,{'ррц Екатеринбург LV NEW': '1'}
Чехол тканевый Ballu для рециркулятора на магнитной основе MС-30/60 WiFi-R,BALLU,"Увлажнение, осушение и очистка воздуха/Рециркуляторы, стерилизаторы, ионизаторы/Чехлы для рециркуляторов",НС-1488506,MС-30/60 WiFi-R,7390.0,7390.0,5912.0,ожидается поставка,{}
Очиститель воздуха приточный Ballu ONEAIR ASP-80,BALLU,Вентиляция и кондиционирование зданий/Бытовая приточная вентиляция/Приточные очистители воздуха,НС-1246466,ASP-80,16990.0,16990.0,13422.1,10,{'ррц Екатеринбург LV NEW': '10'}
Пушка тепловая Ballu BHP-PE2-5,BALLU,Тепловое оборудование/Тепловые пушки и теплогенераторы/Электрические тепловые пушки,НС-1274968,BHP-PE2-5,6590.0,6590.0,5601.5,более 500,"{'ррц Петушки (Владимирская обл.)': '338', 'ррц Екатеринбург LV NEW': '3', 'фрц Киржач': '377'}"
Вентилятор вытяжной Ballu BAF-SL 100,BALLU,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы вытяжные бытовые,НС-1473420,BAF-SL 100,1490.0,1490.0,1043.0,418,"{'ррц Екатеринбург LV NEW': '3', 'фрц Киржач': '415'}"
Радиатор масляный Ballu Level BOH/LV-05 1000 (5 секций),BALLU,Тепловое оборудование/Бытовые электрические обогреватели/Маслонаполненные радиаторы,НС-1163569,BOH/LV-05,2550.0,2500.0,2040.0,ожидается поставка,{}
Сплит-система инверторного типа Ballu BSPKI-10HN8_23Y комплект,BALLU,Кондиционирование/Бытовые кондиционеры/Сплит-системы настенного типа,НС-1507082,BSPKI-10HN8_23Y,59990.0,59990.0,43792.7,25,"{'ррц Орехово-Зуево (Московская обл.)': '20', 'ррц Екатеринбург LV NEW': '1', 'фрц Киржач': '4'}"
Завеса тепловая Ballu BHC-M15W20-PS,BALLU,Тепловое оборудование/Воздушные и тепловые завесы/Промышленные,НС-1116108,BHC-M15W20-PS,60990.0,60990.0,48792.0,ожидается поставка,{}
"Трубка капиллярная Ballu 6 x 50000 (мм), бухта",BALLU,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для систем кондиционирования/Дренажный шланг",НС-1088888,НС-1088888,780.0,780.0,718.0,более 500,"{'екатеринбург склад': '3', 'ррц Екатеринбург LV NEW': '37', 'фрц Киржач': 'более 500'}"
