Наименование,Бренд,Категория,Код товара,Артикул,Цена РРЦ,Цена РИЦ,Цена для клиентов,Суммарный остаток,Остаток по складам
Радиатор панельный Royal Thermo VENTIL HYGIENE VH20-500-1100 Noir Sable,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1256089,VH20-500-1100/NS,10636.0,10636.0,8083.36,ожидается поставка,{}
Радиатор панельный Royal Thermo COMPACT C33-500-3000 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1190056,C33-500-3000/9016,37433.0,37433.0,28449.08,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL COMPACT VC11-400-1200 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1345489,VC11-400-1200/9016,7860.0,7860.0,5973.6,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-90/300/1800-DG-U-DB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477936,RT-A-90/300/1800-DG-U-DB,34202.0,34202.0,23257.36,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL COMPACT VC33-500-1900 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1191368,VC33-500-1900/9016,26135.0,26135.0,19862.6,ожидается поставка,{}
"Набор дизайн-вентилей Royal Thermo PIANO, угловой (белый) 1/2""",Royal Thermo,Отопление и водоснабжение/Радиаторная арматура/Вентили ручной регулировки,НС-1422581,RTE 56.0012,3500.0,3500.0,2100.0,186,"{'ррц Екатеринбург LV NEW': '20', 'фрц Киржач': '166'}"
Конвектор напольный Royal Thermo STEP-180/130/1400-3-N-WT-LG-NA,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы напольные,НС-1608105,RT-S-180/130/1400-3-N-WT-LG-NA,21100.0,21100.0,14348.0,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-90/400/2600-DG-U-BL,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1493576,RT-A-90/400/2600-DG-U-BL,65744.0,65744.0,44705.92,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-75/250/2900-DG-U-LB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1558819,RT-A-75/250/2900-DG-U-LB,48428.0,48428.0,32931.04,ожидается поставка,{}
Радиатор панельный Royal Thermo HYGIENE H10-500-2200 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1190237,H10-500-2200/9016,10405.0,10405.0,7907.8,ожидается поставка,{}
Радиатор Royal Thermo Biliner Alum 500 - 4 секц.,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы алюминиевые секционные,НС-1173471,RTBA50004,3760.0,3760.0,3196.0,23,{'фрц Киржач': '23'}
Конвектор внутрипольный Royal Thermo ATRIUM-110/300/900-DG-U-BL,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1493360,RT-A-110/300/900-DG-U-BL,19954.0,19954.0,13568.72,ожидается поставка,{}
Радиатор панельный Royal Thermo COMPACT C22-900-1300 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1189958,C22-900-1300/9016,33081.0,33081.0,25141.56,ожидается поставка,{}
Радиатор Royal Thermo PianoForte 200 /Noir Sable - 18 секц.,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы биметаллические секционные,НС-1346009,RTPNS20018,25920.0,25920.0,20476.8,95,"{'екатеринбург склад': '1', 'ррц Екатеринбург LV NEW': '5', 'фрц Киржач': '89'}"
Радиатор панельный Royal Thermo COMPACT C22-400-400 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1345373,C22-400-400/9016,4643.0,4643.0,3528.68,ожидается поставка,{}
Конвектор напольный Royal Thermo STEP-80/130/1000-1-N-WT-LG-NA,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы напольные,НС-1608154,RT-S-80/130/1000-1-N-WT-LG-NA,16867.0,16867.0,11469.56,ожидается поставка,{}
"Коллектор Royal Thermo с регулировочными вентилями 3/4""×1/2"", 3 выхода",Royal Thermo,Отопление и водоснабжение/Коллекторы/Коллекторы распределительные,НС-1042923,RTO 62.003,2000.0,2000.0,1600.0,ожидается поставка,{}
Радиатор панельный Royal Thermo HYGIENE H20-400-1700 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1345440,H20-400-1700/9016,11059.0,11059.0,8404.84,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL COMPACT VC22-500-800 RAL9016 M,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1453174,VC22-500-800/9016 M,9125.0,9130.0,6935.0,306,"{'ррц Екатеринбург LV NEW': '131', 'фрц Киржач': '175'}"
Радиатор панельный Royal Thermo VENTIL HYGIENE VH10-400-2400 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1345609,VH10-400-2400/9016,12377.0,12377.0,9406.52,ожидается поставка,{}
Уголок Royal Thermo соединительный 90гр. 16×16,Royal Thermo,"Отопление и водоснабжение/Трубы, шланги и фитинги/Фитинги для отопления и водоснабжения",НС-1040922,RTE 16.009,228.0,228.0,105.0,более 500,"{'ррц Екатеринбург LV NEW': '61', 'фрц Киржач': 'более 500'}"
Радиатор панельный Royal Thermo VENTIL COMPACT VC21-400-1600 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1345520,VC21-400-1600/9016,12668.0,12668.0,9627.68,ожидается поставка,{}
Радиатор панельный Royal Thermo COMPACT C22-500-1200 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1189849,C22-500-1200/9016,9786.0,9790.0,7437.36,более 500,"{'екатеринбург склад': '1', 'ррц Екатеринбург LV NEW': '125', 'фрц Киржач': 'более 500'}"
Радиатор панельный Royal Thermo VENTIL COMPACT VC33-600-1200 Noir Sable,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1255901,VC33-600-1200/NS,22274.0,22274.0,16928.24,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-190/200/2400-DG-U-DB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477555,RT-A-190/200/2400-DG-U-DB,46584.0,46584.0,31677.12,ожидается поставка,{}
Блок внутренний Royal Thermo MULTI COMBO ERP DC RTFMI/in-09HN8/black инвертор. мульти сплит-системы,Royal Thermo,Кондиционирование/Мульти сплит-системы/Мульти сплит-системы свободной компоновки,НС-1598198,RTFMI/in-09HN8/black,20700.0,20700.0,14283.0,48,{'фрц Киржач': '48'}
Радиатор панельный Royal Thermo VENTIL COMPACT VC21-300-400 Noir Sable,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1238950,VC21-300-400/NS,6333.0,6333.0,4813.08,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-90/400/2300-DG-U-BL,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1559045,RT-A-90/400/2300-DG-U-BL,58804.0,58804.0,39986.72,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-190/400/1400-DG-U-DB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477657,RT-A-190/400/1400-DG-U-DB,50927.0,50927.0,34630.36,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-190/300/1600-DG-U-AU,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1493188,RT-A-190/300/1600-DG-U-AU,43949.0,43949.0,29885.32,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-150/300/1400-DG-U-LB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477463,RT-A-150/300/1400-DG-U-LB,37817.0,37817.0,25715.56,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL COMPACT VC22-300-1300 Noir Sable,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1238987,VC22-300-1300/NS,11188.0,11188.0,8502.88,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-190/300/1200-DG-U-DB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477615,RT-A-190/300/1200-DG-U-DB,34075.0,34075.0,23171.0,ожидается поставка,{}
"Уголок Royal Thermo с настенным креплением 16×1/2"" ВР",Royal Thermo,"Отопление и водоснабжение/Трубы, шланги и фитинги/Фитинги для отопления и водоснабжения",НС-1040920,RTE 16.008,366.0,366.0,183.0,11,{'ррц Екатеринбург LV NEW': '11'}
Радиатор панельный Royal Thermo VENTIL COMPACT VC33-600-2000 Noir Sable,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1255909,VC33-600-2000/NS,34826.0,34826.0,26467.76,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-75/400/1800-DG-U-LB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477820,RT-A-75/400/1800-DG-U-LB,45695.0,45695.0,31072.6,ожидается поставка,{}
Радиатор Royal Thermo PianoForte 500 /Silver Satin - 10 секц. VDR,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы биметаллические секционные,НС-1338432,RTPNSSVD50010,19590.0,19590.0,15476.1,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-150/300/2100-DG-U-AU,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1558522,RT-A-150/300/2100-DG-U-AU,54352.0,54352.0,36959.36,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-75/400/1200-DG-U-LB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477811,RT-A-75/400/1200-DG-U-LB,31886.0,31886.0,21682.48,ожидается поставка,{}
"Труба Royal Thermo гофрированная 20 мм (для труб d16 Pex), красная (100)",Royal Thermo,"Отопление и водоснабжение/Трубы, шланги и фитинги/Трубы для отопления и водоснабжения",НС-1118799,RTE 05.016_100,23.9,23.9,14.34,более 500,{'фрц Киржач': 'более 500'}
Конвектор внутрипольный Royal Thermo ATRIUM-190/200/1600-DG-U-LB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477544,RT-A-190/200/1600-DG-U-LB,32905.0,32905.0,22375.4,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL HYGIENE VH20-300-2800 Noir Sable,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1256052,VH20-300-2800/NS,20128.0,20128.0,15297.28,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL HYGIENE VH10-300-500 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1191516,VH10-300-500/9016,4509.0,4509.0,3426.84,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-90/300/1300-DG-U-LB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1558987,RT-A-90/300/1300-DG-U-LB,25820.0,25820.0,17557.6,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-75/400/2400-DG-U-DB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477828,RT-A-75/400/2400-DG-U-DB,59327.0,59327.0,40342.36,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-110/300/1000-DG-U-AU,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1493081,RT-A-110/300/1000-DG-U-AU,21584.0,21584.0,14677.12,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-190/300/3000-DG-U-BL,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1493461,RT-A-190/300/3000-DG-U-BL,80231.0,80231.0,54557.08,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-150/250/900-DG-U-DB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477453,RT-A-150/250/900-DG-U-DB,23067.0,23067.0,15685.56,ожидается поставка,{}
Полотенцесушитель Royal Thermo Axel П8 500х1000,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Полотенцесушители,НС-1433987,RTAX.8.500.1000,32560.0,32560.0,24745.6,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-190/200/2500-DG-U-BL,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1558610,RT-A-190/200/2500-DG-U-BL,48241.0,48241.0,32803.88,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-190/400/1300-DG-U-BL,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1558707,RT-A-190/400/1300-DG-U-BL,47547.0,47547.0,32331.96,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-190/400/2800-DG-U-BL,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1493473,RT-A-190/400/2800-DG-U-BL,98128.0,98128.0,66727.04,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-110/200/1000-DG-U-LB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477225,RT-A-110/200/1000-DG-U-LB,19140.0,19140.0,13015.2,ожидается поставка,{}
Тройник Royal Thermo 90гр. 20×20×20,Royal Thermo,"Отопление и водоснабжение/Трубы, шланги и фитинги/Фитинги для отопления и водоснабжения",НС-1040916,RTE 20.006,396.0,396.0,198.0,27,"{'екатеринбург склад': '9', 'ррц Екатеринбург LV NEW': '18'}"
Конвектор внутрипольный Royal Thermo ATRIUM-90/300/1200-DG-U-NA,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1430134,RT-A-90/300/1200-DG-U-NA,24184.0,24184.0,16445.12,17,{'фрц Киржач': '17'}
Радиатор Royal Thermo Revolution Bimetall 500 2.0 – 12 секц.,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы биметаллические секционные,НС-1295110,RTRB250012,12240.0,12240.0,10404.0,более 500,"{'екатеринбург склад': '4', 'ррц Лакинск': '3943', 'ррц Орехово-Зуево (Московская обл.)': '392', 'ррц Петушки (Владимирская обл.)': '1550', 'ррц Екатеринбург LV NEW': '556', 'фрц Киржач': 'более 500'}"
Радиатор панельный Royal Thermo COMPACT C22-300-600 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1189816,C22-300-600/9016,5345.0,5350.0,4062.2,более 500,{'фрц Киржач': 'более 500'}
Радиатор Royal Thermo PianoForte 300 /Silver Satin - 20 секц.,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы биметаллические секционные,НС-1346083,RTPSS30020,30800.0,30800.0,24332.0,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL COMPACT VC33-200-700 Noir Sable,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1286191,VC33-200-700/NS,11197.0,11197.0,8509.72,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-190/200/2900-DG-U-LB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1558620,RT-A-190/200/2900-DG-U-LB,56072.0,56072.0,38128.96,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-90/250/2100-DG-U-NA,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1522820,RT-A-90/250/2100-DG-U-NA,36849.0,36849.0,25057.32,ожидается поставка,{}
Полотенцесушитель Royal Thermo Axel black П6 500х800,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Полотенцесушители,НС-1433983,RTAX.B.6.500.800,32560.0,32560.0,24745.6,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL COMPACT VC22-500-1600 RAL9016 M,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1453163,VC22-500-1600/9016 M,13999.0,13999.0,10639.24,342,"{'ррц Екатеринбург LV NEW': '10', 'фрц Киржач': '332'}"
Конвектор напольный Royal Thermo STEP-130/130/700-2-N-WT-LG-NA,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы напольные,НС-1608071,RT-S-130/130/700-2-N-WT-LG-NA,15253.0,15253.0,10372.04,ожидается поставка,{}
Радиатор панельный Royal Thermo COMPACT C11-600-400 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1189517,C11-600-400/9016,3843.0,3843.0,2920.68,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL COMPACT VC33-200-1800 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1286144,VC33-200-1800/9016,19644.0,19644.0,14929.44,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-90/250/3000-DG-U-AU,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1493286,RT-A-90/250/3000-DG-U-AU,51512.0,51512.0,35028.16,ожидается поставка,{}
Радиатор Royal Thermo Vittoria Super 300 VDR - 11 секц.,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы биметаллические секционные,НС-1426024,RTVSVDR30011,13670.0,13670.0,10799.3,1,{'фрц Киржач': '1'}
Конвектор напольный Royal Thermo STEP-80/130/2300-1-N-WT-LG-NA,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы напольные,НС-1608167,RT-S-80/130/2300-1-N-WT-LG-NA,29841.0,29841.0,20291.88,ожидается поставка,{}
Радиатор панельный Royal Thermo HYGIENE H10-400-2000 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1345416,H10-400-2000/9016,8924.0,8924.0,6782.24,ожидается поставка,{}
"Уголок Royal Thermo соединительный ВР 20×1/2""",Royal Thermo,"Отопление и водоснабжение/Трубы, шланги и фитинги/Фитинги для отопления и водоснабжения",НС-1042025,RTE 20.024,312.0,312.0,150.0,210,"{'ррц Екатеринбург LV NEW': '3', 'фрц Киржач': '207'}"
Радиатор панельный Royal Thermo VENTIL COMPACT VC11-500-2000 RAL9016 M,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1453096,VC11-500-2000/9016 M,12441.0,12441.0,9455.16,ожидается поставка,{}
"Коллектор нерж. в сборе с расходомерами 1"" ВР-3/4"" НР, 2 выхода",Royal Thermo,Отопление и водоснабжение/Коллекторы/Коллекторы распределительные,НС-1080948,RTE 52.102,12500.0,11250.0,7125.0,17,"{'ррц Екатеринбург LV NEW': '2', 'фрц Киржач': '15'}"
Радиатор Royal Thermo Indigo Super+ 500 - 4 секц.,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы биметаллические секционные,НС-1274302,RTISN50004,4680.0,4680.0,3978.0,более 500,"{'екатеринбург склад': '7', 'ррц Лакинск': '1396', 'ррц Петушки (Владимирская обл.)': '1472', 'ррц Екатеринбург LV NEW': '27', 'фрц Киржач': 'более 500'}"
Конвектор внутрипольный Royal Thermo ATRIUM-190/300/1300-DG-U-LB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1558669,RT-A-190/300/1300-DG-U-LB,36514.0,36514.0,24829.52,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL HYGIENE VH20-400-1100 Noir Sable,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1370861,VH20-400-1100/NS,10159.0,10159.0,7720.84,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-90/300/1700-DG-U-BL,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1558993,RT-A-90/300/1700-DG-U-BL,32562.0,32562.0,22142.16,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL COMPACT VC22-500-400 Noir Sable,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1239033,VC22-500-400/NS,6966.0,6966.0,5294.16,1,{'фрц Киржач': '1'}
Радиатор панельный Royal Thermo COMPACT C33-300-1600 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1189988,C33-300-1600/9016,16685.0,16685.0,12680.6,1,{'ррц Екатеринбург LV NEW': '1'}
Конвектор внутрипольный Royal Thermo ATRIUM-90/400/2600-DG-U-NA,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477998,RT-A-90/400/2600-DG-U-NA,65744.0,65744.0,44705.92,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-110/250/2300-DG-U-DB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1558326,RT-A-110/250/2300-DG-U-DB,41104.0,41104.0,27950.72,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL COMPACT VC11-300-1000 RAL9016 M,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1453082,VC11-300-1000/9016 M,6510.0,6510.0,4947.6,ожидается поставка,{}
Комплект коаксиальный для конденсационных котлов Royal Thermo диам. 80/125L,Royal Thermo,Отопление и водоснабжение/Котельное оборудование/Дымоходы,НС-1433043,RTF20.040,7337.0,7430.0,4622.31,4,{'фрц Киржач': '4'}
Конвектор внутрипольный Royal Thermo ATRIUM-75/200/1200-DG-U-BL,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1493478,RT-A-75/200/1200-DG-U-BL,20707.0,20707.0,14080.76,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL COMPACT VC22-600-1000 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1191197,VC22-600-1000/9016,12157.0,12157.0,9239.32,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL HYGIENE VH10-300-2600 Noir Sable,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1255942,VH10-300-2600/NS,12906.0,12906.0,9808.56,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-75/300/2700-DG-U-BL,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1558854,RT-A-75/300/2700-DG-U-BL,47807.0,47807.0,32508.76,ожидается поставка,{}
Радиатор панельный Royal Thermo VENTIL HYGIENE VH30-300-2200 RAL9016,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1191884,VH30-300-2200/9016,20667.0,20667.0,15706.92,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-150/400/1300-DG-U-LB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1558548,RT-A-150/400/1300-DG-U-LB,46162.0,46162.0,31390.16,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-150/400/1000-DG-U-DB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477495,RT-A-150/400/1000-DG-U-DB,36613.0,36613.0,24896.84,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-75/200/1000-DG-U-BL,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1493477,RT-A-75/200/1000-DG-U-BL,18024.0,18024.0,12256.32,ожидается поставка,{}
Радиатор панельный Royal Thermo COMPACT C33-300-1000 Silver Satin,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Радиаторы стальные панельные,НС-1369657,C33-300-1000/SS,12377.0,12377.0,9406.52,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-150/400/3000-DG-U-DB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477520,RT-A-150/400/3000-DG-U-DB,101646.0,101646.0,69119.28,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-150/250/1800-DG-U-DB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1477431,RT-A-150/250/1800-DG-U-DB,41428.0,41428.0,28171.04,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-75/250/2500-DG-U-NA,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1522786,RT-A-75/250/2500-DG-U-NA,41671.0,41671.0,28336.28,ожидается поставка,{}
Полотенцесушитель Royal Thermo Casa black П21 500х1200 электро (встроен. диммер),Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Полотенцесушители,НС-1434016,RTCA.B.21.500.1200.E,30250.0,30250.0,22990.0,ожидается поставка,{}
Конвектор внутрипольный Royal Thermo ATRIUM-110/300/2300-DG-U-DB,Royal Thermo,Отопление и водоснабжение/Радиаторы и полотенцесушители/Конвекторы внутрипольные без вентилятора,НС-1558366,RT-A-110/300/2300-DG-U-DB,43646.0,43646.0,29679.28,ожидается поставка,{}
